,ids,e_value,hit_start,hit_end,bitscore,protein_length
55,A6TVS0,5.53463e-05,229,271,47.7248,302
56,Q5P1A9,7.61386e-05,222,314,47.7248,350
57,Q13ZM3,8.64085e-05,245,325,47.3396,340
58,P24547,9.70977e-05,296,407,47.7248,514
59,P12268,0.000101487,297,407,47.7248,514
60,P12269,0.000101487,297,407,47.7248,514
61,B0KG90,0.00010179,230,321,47.3396,341
62,E9PU28,0.000102388,297,407,47.7248,514
63,A6VW35,0.000104028,230,342,47.3396,346
64,Q07152,0.000111062,310,426,47.3396,537
65,Q12658,0.000116347,357,411,47.3396,529
66,Q1ICL4,0.000119276,230,321,46.9544,340
67,Q480K7,0.000120147,231,322,46.9544,336
68,A4WDW4,0.000125107,65,229,46.184,235
69,B2JKL9,0.000126021,265,325,46.9544,344
70,Q4VRV8,0.000130457,343,423,47.3396,551
71,B3E4T4,0.000142403,231,268,46.5692,304
72,Q3SWY3,0.000151062,287,407,46.9544,514
73,C1DDY1,0.000172068,230,321,46.5692,347
74,O87392,0.000182583,243,326,46.5692,442
75,B1XV77,0.000186785,236,322,46.5692,344
76,Q58746,0.0002069,280,415,46.5692,510
77,O26154,0.000210449,233,309,46.184,349
78,B4SMK1,0.000214365,238,333,46.184,379
79,P56088,0.000217955,321,365,46.5692,481
80,B0UXP9,0.000268228,350,407,46.184,514
81,B2FIJ0,0.00027019,238,333,46.184,379
82,B0T7X2,0.00027555,230,333,46.184,380
83,A1WTJ3,0.000298506,232,317,45.7988,342
84,B9M211,0.000312629,232,272,45.4136,305
85,A6L5H1,0.000313315,230,270,45.4136,303
86,Q5QX65,0.000317066,230,320,45.7988,334
87,A2SQR0,0.000330598,181,220,45.0284,236
88,B5YJH1,0.000330689,230,270,45.4136,303
89,A4VM41,0.000333097,231,321,45.7988,343
90,A9IN89,0.000336945,257,333,45.7988,383
91,Q01YA2,0.00034089,229,268,45.4136,304
92,P16250,0.000352173,51,112,45.0284,240
93,Q8CWG1,0.000356566,229,266,45.4136,304
94,F7CYY5,0.000375447,351,408,45.7988,515
95,A5FJK8,0.000400632,191,234,45.0284,243
96,Q6A912,0.000412098,230,278,45.4136,307
97,P54322,0.000448462,230,272,45.0284,311
98,Q9SA34,0.000450819,300,394,45.4136,502
99,Q6FFS1,0.000456686,238,333,45.4136,384
100,A0B7W4,0.000473721,185,224,44.6432,242
101,A6V325,0.000487898,237,321,45.0284,342
102,Q9HZF8,0.00051475,237,321,45.0284,342
103,B7UWL8,0.00051475,237,321,45.0284,342
104,Q5KP44,0.000518329,364,418,45.4136,544
105,Q02PL5,0.000524025,237,321,45.0284,342
106,A9AJX4,0.000546885,234,325,45.0284,345
107,Q6G0J2,0.000554353,257,333,45.0284,383
108,A1K7M2,0.000567513,222,314,45.0284,338
109,B2UNA2,0.000612838,236,326,45.0284,348
110,A1ASB3,0.000693316,231,276,44.6432,304
111,B9DPN4,0.000774674,227,266,44.258,305
112,Q82AA1,0.000866078,52,113,43.8728,242
113,Q3IU78,0.000895112,228,313,44.258,350
114,Q8PE75,0.0009082,257,333,44.258,386
115,Q4V0H2,0.0009082,257,333,44.258,386
116,A9B5I3,0.00091218,35,111,43.8728,240
117,Q9HLK8,0.00096514,314,367,44.6432,485
118,B0RLM2,0.000966435,257,333,44.258,386
119,Q5H6Z4,0.000978252,257,333,44.258,388
120,B2SUY3,0.000978252,257,333,44.258,388
121,Q2P9K0,0.000978252,257,333,44.258,388
122,A1KRQ4,0.000980144,276,314,44.258,335
123,B1JPU0,0.00103811,257,333,44.258,381
124,Q66C32,0.00103811,257,333,44.258,381
125,A4TKI4,0.00103811,257,333,44.258,381
126,Q1CGZ1,0.00103811,257,333,44.258,381
127,A9R623,0.00103811,257,333,44.258,381
128,Q8ZFV8,0.00103811,257,333,44.258,381
129,B2JZQ1,0.00103811,257,333,44.258,381
130,Q1C9P0,0.00103811,257,333,44.258,381
131,A7FJF0,0.00103811,257,333,44.258,381
132,Q3BZH2,0.00105961,257,333,44.258,388
133,Q8PR33,0.00105961,257,333,44.258,388
134,B1J5B5,0.0010676,230,321,44.258,341
135,A9M3G1,0.00107717,276,314,43.8728,341
136,Q2SVL9,0.00113643,265,325,43.8728,345
137,Q2SS69,0.00115768,125,210,43.4876,226
138,Q8RG85,0.00123148,229,268,43.8728,304
139,O00086,0.00134277,352,406,44.258,521
140,Q59Q46,0.00134277,352,406,44.258,521
141,Q0TQ02,0.0013573,139,212,43.4876,254
142,B3PIL8,0.00137351,230,321,43.8728,342
143,Q8TYD6,0.00137976,114,224,43.1024,242
144,O35435,0.00139798,268,389,43.8728,395
145,Q0SSM0,0.00140755,139,212,43.4876,254
146,Q8F4Q4,0.00145139,351,400,43.8728,508
147,O67820,0.00149372,332,374,43.8728,490
148,Q8XK02,0.00149999,139,212,43.1024,254
149,A4J560,0.00150016,231,278,43.4876,304
150,Q8H3I4,0.00150778,210,309,43.4876,366
151,A9WQA3,0.00154299,64,108,43.1024,244
152,Q9CFW8,0.00161631,230,272,43.4876,311
153,P47996,0.00162085,301,382,43.8728,503
154,A0JUZ7,0.00165096,68,121,43.1024,248
155,Q21JW9,0.00176686,230,321,43.4876,339
156,B2G5A3,0.00184924,234,287,43.1024,308
157,A5VHS3,0.00184924,234,287,43.1024,308
158,A8FD19,0.00192782,226,275,43.1024,310
159,Q0BFR0,0.00204623,237,325,43.1024,345
160,A3DD04,0.00222763,136,208,42.7172,255
161,Q2RHX4,0.00226843,139,208,42.7172,255
162,A4XWQ0,0.00227278,241,321,43.1024,340
163,Q8RBJ3,0.00228154,191,233,42.7172,292
164,Q54QQ0,0.00228701,361,407,43.4876,515
165,B0KAS1,0.00232291,191,233,42.7172,292
166,Q8DGQ5,0.0023355,164,205,42.332,228
167,B0K4N7,0.00234387,191,233,42.7172,292
168,A5EV79,0.00240302,232,314,43.1024,337
169,Q3IT10,0.00249909,187,224,42.332,239
170,A4X5V3,0.00256096,137,261,42.7172,306
171,C4XPD6,0.00265438,232,269,42.7172,306
172,Q4ZY06,0.00272696,257,329,42.7172,380
173,A1AHE2,0.00274577,257,333,43.1024,396
174,P21795,0.00281146,273,344,42.7172,394
175,B2A2Z7,0.00285824,179,236,42.7172,295
176,A6VTA6,0.00289944,55,112,42.332,257
177,Q5JHR7,0.00292096,226,265,42.7172,302
178,Q5RGV1,0.00310975,296,407,43.1024,514
179,Q30NR6,0.00321368,186,229,42.332,252
180,B0V6L1,0.00324291,238,376,42.7172,383
181,A3M0X0,0.00324291,238,376,42.7172,383
182,B2I061,0.00324291,238,376,42.7172,383
183,B7IBS4,0.00324291,238,376,42.7172,383
184,B7H2H0,0.00324291,238,376,42.7172,383
185,B0VND0,0.00330092,238,333,42.7172,383
186,P42851,0.00346574,313,366,42.7172,485
187,O58045,0.00346876,313,366,42.7172,486
188,Q5UZH1,0.00350802,187,226,41.9468,246
189,A8HTC9,0.00352675,259,332,42.7172,380
190,A0JNA3,0.0037409,297,407,42.7172,514
191,B1I557,0.0037535,35,111,41.9468,262
192,Q65PL2,0.00376298,179,259,42.332,294
193,Q9UY49,0.00381836,313,366,42.7172,485
194,F6S675,0.0039032,294,405,42.7172,512
195,Q63707,0.00390737,268,389,42.332,395
196,Q7UJL3,0.00397955,371,415,42.7172,539
197,A7Z0D3,0.00411621,179,259,41.9468,294
198,O59185,0.00419212,226,265,41.9468,303
199,Q9JX66,0.00423173,276,314,42.332,335
200,D3ZLZ7,0.00426861,297,407,42.332,514
201,P50096,0.00430632,297,407,42.332,514
202,P25996,0.00432541,226,275,41.9468,311
203,Q8EUY2,0.0043433,233,273,41.9468,306
204,Q6G4R2,0.00454163,257,333,42.332,383
205,Q5FJB5,0.00455476,231,285,41.9468,307
206,Q9V0Y6,0.00482458,222,261,41.9468,299
207,C6BW12,0.00490919,228,266,41.9468,305
208,A7MPA0,0.00495901,201,313,41.9468,347
209,Q9HV37,0.00499116,238,349,41.9468,381
210,B7V1I3,0.00499116,238,349,41.9468,381
211,Q6GMG5,0.00515172,296,407,42.332,544
212,A1TZG0,0.00515689,230,321,41.9468,340
213,Q82ST3,0.00527129,220,315,41.9468,342
214,Q02FQ1,0.00531057,238,349,41.9468,381
215,Q979G6,0.00580504,224,263,41.5616,301
216,B1MBX5,0.00585248,61,119,41.1764,243
217,P61422,0.00679582,115,222,41.9468,490
218,Q84XA3,0.00716979,340,381,41.9468,502
219,A8MIU4,0.00721676,229,268,41.1764,302
220,Q74J29,0.00758328,231,285,41.1764,307
221,A8LY18,0.0099205,219,321,41.1764,338
