,ids,e_value,hit_start,hit_end,bitscore,protein_length
137,B7NER0,0.000943941,256,368,44.3366,396
138,P33232,0.000943941,256,368,44.3366,396
139,B1IZI5,0.000943941,256,368,44.3366,396
140,A8A670,0.000943941,256,368,44.3366,396
141,B1X8M0,0.000943941,256,368,44.3366,396
142,C4ZXJ7,0.000943941,256,368,44.3366,396
143,Q8NKN9,0.00111604,106,204,43.5662,226
144,A7Z4Y0,0.00127483,315,579,44.3366,746
145,P44334,0.00127565,275,371,43.9514,488
146,Q7UJL3,0.00130476,308,493,44.3366,539
147,Q8FWN5,0.00188605,122,239,43.5662,525
148,Q8YBP2,0.00192648,115,232,43.5662,518
149,Q9KGN8,0.00199464,38,112,43.5662,485
150,Q5UZH1,0.00228016,147,226,42.7958,246
151,C6BW12,0.00257654,218,274,42.7958,305
152,A9B5I3,0.00298151,35,111,42.4106,240
153,Q02PL5,0.00392108,90,321,42.4106,342
154,A6V325,0.00595674,90,321,41.6402,342
155,Q9HZF8,0.00633937,90,321,41.6402,342
156,B7UWL8,0.00633937,90,321,41.6402,342
