,ids,e_value,hit_start,hit_end,bitscore,protein_length
160,Q6G0J2,0.00637242,256,363,42.1055,383
161,Q0W1L8,0.00659684,94,205,41.3351,212
162,Q6DAY3,0.00686947,256,363,41.7203,386
163,Q1CT17,0.00718461,123,239,41.7203,325
164,Q630E8,0.00781857,71,253,41.7203,327
165,Q81JJ9,0.00781857,71,253,41.7203,327
166,O66461,0.00782342,53,268,41.3351,306
167,Q329P9,0.00802483,256,384,41.7203,396
168,A1KRQ4,0.00877404,239,314,41.3351,335
169,C6A3U0,0.00878565,64,297,41.7203,374
170,C6E6N2,0.0089176,53,269,41.3351,305
171,Q38YF0,0.00897058,70,238,41.3351,325
172,A9M3G1,0.00979367,239,314,41.3351,341
173,P71340,0.00983682,116,209,40.9499,228
174,P9WND5,0.0102378,272,389,41.3351,414
175,P9WND4,0.0102378,272,389,41.3351,414
176,B7VGZ7,0.0106147,36,157,40.9499,257
177,Q64TN0,0.0107893,139,267,40.9499,303
178,Q5LCI2,0.0107893,139,267,40.9499,303
179,Q8A9C3,0.0109833,139,267,40.9499,303
180,Q9SA34,0.011053,349,394,41.3351,502
181,Q3MAB0,0.011182,167,329,41.3351,350
182,Q49XD2,0.0115796,128,238,40.9499,328
183,Q9HV37,0.0120934,256,363,40.9499,381
184,B7V1I3,0.0120934,256,363,40.9499,381
185,Q8CPC9,0.0122392,128,238,40.9499,325
186,Q5HPK5,0.0122392,128,238,40.9499,325
187,Q02FQ1,0.0125274,256,363,40.9499,381
188,A9BJH4,0.0125614,221,275,40.9499,300
189,Q8U2H9,0.0134549,61,297,40.9499,394
190,Q6FFS1,0.0136217,256,369,40.9499,384
191,Q1IF69,0.0139251,256,368,40.9499,381
192,B5EFU4,0.0142975,221,269,40.5647,305
193,Q6GC82,0.0143388,29,236,40.9499,488
194,Q6GJQ7,0.0143388,29,236,40.9499,488
195,P99106,0.0143388,29,236,40.9499,488
196,P65169,0.0143388,29,236,40.9499,488
197,Q5HIQ7,0.0143388,29,236,40.9499,488
198,Q2YVL6,0.0143388,29,236,40.9499,488
199,Q2G0Y7,0.0143388,29,236,40.9499,488
200,Q2FJM6,0.0143388,29,236,40.9499,488
201,B2FIJ0,0.0145092,256,369,40.9499,379
202,Q04GD9,0.0146801,128,246,40.5647,323
203,Q4L385,0.0148497,29,300,40.9499,488
204,Q8H3I4,0.0151225,235,309,40.9499,366
205,Q8XNZ3,0.0151438,63,205,40.1795,221
206,Q0TUP9,0.0151438,63,205,40.1795,221
207,B9DP67,0.0154152,142,238,40.5647,325
208,Q3Z7F6,0.0155238,308,407,40.9499,500
209,B1LK44,0.0159474,256,368,40.9499,396
210,A8GSH4,0.0159694,60,312,40.5647,342
211,B0BXY6,0.0159694,60,312,40.5647,342
212,C3PNP9,0.016692,60,328,40.5647,342
213,P60564,0.0166965,106,238,40.5647,325
214,Q6G9M1,0.0166965,106,238,40.5647,325
215,P60563,0.0166965,106,238,40.5647,325
216,P60562,0.0166965,106,238,40.5647,325
217,A5ISL9,0.0166965,106,238,40.5647,325
218,A6U1F7,0.0166965,106,238,40.5647,325
219,A7X1Z1,0.0166965,106,238,40.5647,325
220,B4SMK1,0.0167068,256,369,40.5647,379
221,Q4QJK8,0.0169045,256,360,40.5647,381
222,B0VND0,0.0171038,256,377,40.5647,383
223,Q9UY49,0.0173413,33,366,40.9499,485
224,C4K1D6,0.0174471,60,312,40.5647,342
225,A6L5H1,0.0179262,164,267,40.1795,303
226,Q0SWI9,0.0180131,63,205,39.7943,221
227,A5UBE3,0.0181392,256,360,40.5647,381
228,Q74J29,0.0184395,1,270,40.1795,307
229,Q76CZ1,0.0189257,64,297,40.5647,374
230,P46454,0.0189562,256,348,40.5647,381
231,Q39UK4,0.0190093,53,277,40.1795,305
232,Q3YVX0,0.0202244,256,385,40.5647,396
233,Q83PP7,0.0202244,256,385,40.5647,396
234,Q0SYD1,0.0202244,256,385,40.5647,396
235,B6I3I4,0.0202244,256,385,40.5647,396
236,B7M492,0.0202244,256,385,40.5647,396
237,B5YWA7,0.0202244,256,385,40.5647,396
238,Q8XDF7,0.0202244,256,385,40.5647,396
239,B7L725,0.0202244,256,385,40.5647,396
240,A7ZTF9,0.0202244,256,385,40.5647,396
241,Q03AR1,0.0202886,74,242,40.1795,329
242,A4VUJ2,0.0207469,79,240,40.1795,327
243,A4W0T4,0.0207469,79,240,40.1795,327
244,Q6G4R2,0.0207616,256,363,40.5647,383
245,A8HTC9,0.0210396,258,368,40.1795,380
246,Q31V17,0.0216993,256,368,40.1795,396
247,B7ULG1,0.0216993,256,368,40.1795,396
248,Q8FCB1,0.021891,256,368,40.1795,396
249,Q0TBK1,0.021891,256,368,40.1795,396
250,A1AHE2,0.021891,256,368,40.1795,396
251,B7NPB4,0.021891,256,368,40.1795,396
252,Q63707,0.0220555,141,389,40.1795,395
253,Q1R4Z0,0.0220845,256,368,40.1795,396
254,B7MFG9,0.0220845,256,368,40.1795,396
255,Q9HZF8,0.022352,237,321,40.1795,342
256,B7UWL8,0.022352,237,321,40.1795,342
257,A4VM41,0.022794,215,321,40.1795,343
258,Q02PL5,0.0233629,237,321,40.1795,342
259,A6V325,0.0233629,237,321,40.1795,342
260,Q5LCA7,0.0233707,25,193,39.4091,204
261,B2U5C2,0.0234872,256,368,40.1795,396
262,B7NER0,0.0234872,256,368,40.1795,396
263,P33232,0.0234872,256,368,40.1795,396
264,B1IZI5,0.0234872,256,368,40.1795,396
265,A8A670,0.0234872,256,368,40.1795,396
266,B1X8M0,0.0234872,256,368,40.1795,396
267,C4ZXJ7,0.0234872,256,368,40.1795,396
268,A7MPA0,0.0237899,193,312,40.1795,347
269,A6VCM8,0.0251292,256,363,40.1795,381
270,A9KKR5,0.0251669,135,265,39.7943,300
271,Q6GH69,0.0255563,106,238,39.7943,325
272,A6QGN9,0.0255563,106,238,39.7943,325
273,Q5HG83,0.0255563,106,238,39.7943,325
274,Q2YXS9,0.0255563,106,238,39.7943,325
275,Q2FYU4,0.0255563,106,238,39.7943,325
276,Q2FH96,0.0255563,106,238,39.7943,325
277,B3DX48,0.0255792,95,318,40.1795,348
278,C5D8Q2,0.0257724,83,267,39.7943,313
279,B3WCK9,0.0257731,74,242,39.7943,329
280,B0BTC7,0.0260303,256,333,40.1795,381
281,B3GZA5,0.0264929,256,333,40.1795,381
282,A3N3E5,0.0264929,256,333,40.1795,381
283,A2REI5,0.0265915,78,240,39.7943,327
284,A2SQR0,0.0267058,126,220,39.4091,236
285,Q84XA3,0.0267368,349,468,40.1795,502
286,P47996,0.0272281,290,387,40.1795,503
287,A0QSU4,0.0284308,125,218,39.7943,375
288,Q185B2,0.0285057,110,205,39.4091,223
289,Q92HM7,0.0291444,60,328,39.7943,342
290,B0KIT4,0.0297065,256,368,39.7943,381
291,Q88DT3,0.0302343,256,368,39.7943,381
292,A5W9B2,0.0302343,256,368,39.7943,381
293,Q8NY70,0.0306972,29,236,40.1795,488
294,Q7UJL3,0.0307028,308,415,40.1795,539
295,E9PU28,0.0307415,359,412,40.1795,514
296,P24547,0.0307415,359,412,40.1795,514
297,P12268,0.0307415,359,412,40.1795,514
298,P12269,0.0307415,359,412,40.1795,514
299,Q3SWY3,0.0307415,359,412,40.1795,514
300,A5UFG9,0.0324411,256,348,39.7943,381
301,Q2JJF3,0.032728,99,343,39.7943,381
302,A7GRK9,0.0327365,87,267,39.4091,309
303,P05414,0.0330207,280,365,39.7943,369
304,A1K7M2,0.0333233,287,314,39.7943,338
305,Q0WD32,0.033477,276,408,39.7943,487
306,Q6HET0,0.033921,8,267,39.4091,309
307,Q636E2,0.033921,8,267,39.4091,309
308,B9IVW1,0.033921,8,267,39.4091,309
309,B7HLL8,0.033921,8,267,39.4091,309
310,C1EPP8,0.033921,8,267,39.4091,309
311,Q732I5,0.033921,8,267,39.4091,309
312,B7JJX1,0.033921,8,267,39.4091,309
313,Q81WF4,0.033921,8,267,39.4091,309
314,C3L742,0.033921,8,267,39.4091,309
315,C3P654,0.033921,8,267,39.4091,309
316,B1J244,0.034201,256,366,39.7943,381
317,B0V6L1,0.0345995,256,369,39.7943,383
318,A3M0X0,0.0345995,256,369,39.7943,383
319,B2I061,0.0345995,256,369,39.7943,383
320,B7IBS4,0.0345995,256,369,39.7943,383
321,B7H2H0,0.0345995,256,369,39.7943,383
322,Q9HQU4,0.0346778,39,443,39.7943,499
323,Q819S5,0.0348373,8,267,39.4091,309
324,B7IUP4,0.0348373,8,267,39.4091,309
325,Q58070,0.0348928,159,269,39.4091,306
326,O27281,0.0352539,12,268,39.4091,303
327,A6TVS0,0.0364383,220,278,39.4091,302
328,B7H6M0,0.0380739,8,267,39.4091,309
329,Q5WH87,0.0383142,59,209,38.6387,209
330,Q9LRR9,0.0389229,234,365,39.4091,367
331,Q21JW9,0.0398465,241,321,39.4091,339
332,A4XWQ0,0.0399206,90,321,39.4091,340
333,Q07152,0.0401932,378,431,39.7943,537
334,P65171,0.0422628,125,218,39.4091,375
335,P9WKI5,0.0422628,125,218,39.4091,375
336,P9WKI4,0.0422628,125,218,39.4091,375
337,Q9K9W1,0.0423251,174,267,39.0239,305
338,B0BSI0,0.0431903,116,209,38.6387,229
339,B0UXP9,0.0435987,359,412,39.4091,514
340,Q8R7I7,0.0453849,67,217,38.6387,237
341,Q8YNH4,0.0459852,210,329,39.4091,350
342,Q21U05,0.047104,198,237,39.0239,325
343,Q978V5,0.0489874,100,203,38.6387,213
344,B6YST3,0.0490185,64,297,39.0239,374
345,A1TZG0,0.0493566,230,332,39.0239,340
346,A1TNF7,0.0501171,198,237,39.0239,325
347,B1JPU0,0.0503795,256,363,39.0239,381
348,Q66C32,0.0503795,256,363,39.0239,381
349,A4TKI4,0.0503795,256,363,39.0239,381
350,Q1CGZ1,0.0503795,256,363,39.0239,381
351,A9R623,0.0503795,256,363,39.0239,381
352,Q8ZFV8,0.0503795,256,363,39.0239,381
353,B2JZQ1,0.0503795,256,363,39.0239,381
354,Q1C9P0,0.0503795,256,363,39.0239,381
355,A7FJF0,0.0503795,256,363,39.0239,381
356,B7N251,0.0509216,256,368,39.0239,396
357,Q03HA9,0.05134,180,270,39.0239,304
358,A7Z3F8,0.0516116,108,207,38.6387,254
359,A7IMB0,0.0545588,256,369,39.0239,388
360,A1WB23,0.0552456,126,237,39.0239,325
361,B9ME75,0.0552456,126,237,39.0239,325
362,Q9K1D7,0.0568345,239,314,39.0239,335
363,A5CZ74,0.057046,51,177,38.6387,259
364,B7GFA1,0.0581933,88,267,38.6387,312
365,B1XWM8,0.059829,198,237,38.6387,325
366,Q8F4Q4,0.0599869,285,409,39.0239,508
367,P00175,0.0628837,415,516,39.0239,591
368,Q64TA1,0.0641973,25,193,38.2535,204
369,A3KMW7,0.0650561,86,254,39.0239,912
370,Q4L646,0.0683272,142,238,38.6387,325
371,F7CYY5,0.069302,360,413,39.0239,515
372,A9BNR6,0.0707903,198,237,38.6387,325
373,A0RHQ6,0.0708871,8,267,38.6387,309
374,O35435,0.0710244,141,389,38.6387,395
375,Q10CE4,0.0729768,229,343,38.6387,369
376,B8AKX6,0.0729768,229,343,38.6387,369
377,A7Z4H4,0.0731285,70,265,38.6387,311
378,Q7FAS1,0.0734092,281,343,38.6387,367
379,B8AUI3,0.0734092,281,343,38.6387,367
380,A9VTC4,0.0754306,8,267,38.2535,309
381,Q12658,0.0762902,366,411,38.6387,529
382,Q9HLB6,0.0766259,8,208,37.8683,216
383,A0KKK9,0.076907,123,322,38.6387,336
384,B2UNA2,0.077154,266,326,38.6387,348
385,Q12CT8,0.0830185,13,237,38.2535,325
386,Q01YA2,0.0882679,220,268,38.2535,304
387,Q7VPI9,0.0900408,256,366,38.2535,381
388,Q8NKN9,0.0936542,106,204,37.8683,226
389,Q54QQ0,0.0940638,362,415,38.6387,515
390,Q5AV07,0.0946672,672,855,38.6387,2111
391,B0TGQ8,0.0958499,53,279,38.2535,309
392,A0M4D0,0.0991953,142,321,38.2535,340
393,B4SCG2,0.104711,51,314,38.2535,357
394,Q8R806,0.105154,85,204,37.4831,214
395,Q480K7,0.107599,228,322,37.8683,336
396,A8LY18,0.109903,160,321,37.8683,338
397,B8B8K5,0.114865,235,306,37.8683,366
398,Q2Y5Q6,0.124351,86,232,37.4831,234
399,A1W7S6,0.130469,211,333,37.8683,351
400,A1WTJ3,0.130869,111,320,37.8683,342
401,B2G5A3,0.13279,182,287,37.4831,308
402,A5VHS3,0.13279,182,287,37.4831,308
403,Q5WFJ4,0.133969,173,267,37.4831,304
404,A4X5V3,0.135771,141,288,37.4831,306
405,P60565,0.136326,76,247,37.8683,330
406,Q5N019,0.136907,255,309,37.8683,348
407,Q8RBJ3,0.137318,127,234,37.4831,292
408,P09437,0.137699,423,511,37.8683,573
409,A4SME2,0.137794,123,322,37.8683,336
410,A4IN28,0.139799,81,197,37.0979,221
411,Q9GZH3,0.14337,377,414,37.8683,534
412,B6EJ93,0.144005,36,157,37.4831,257
413,B5FDA4,0.144005,36,157,37.4831,257
414,Q7VKN0,0.148212,117,209,37.0979,229
415,Q46GY9,0.148737,37,141,37.4831,256
416,Q9JX66,0.148934,88,314,37.4831,335
417,Q0AIB4,0.150718,89,315,37.4831,342
418,A6VW35,0.151705,237,337,37.4831,346
419,B1XV77,0.156646,236,322,37.4831,344
420,A4X619,0.157852,160,321,37.4831,338
421,A7GN36,0.162136,183,284,37.4831,349
422,Q3IUB0,0.164363,204,333,37.4831,358
423,Q8EWM9,0.164505,60,213,37.0979,230
424,Q6YT73,0.165475,281,343,37.4831,369
425,B8B7C5,0.165475,281,343,37.4831,369
426,Q9KGN6,0.166436,107,275,37.4831,298
427,B3GZ03,0.172865,116,209,37.0979,229
428,A3N350,0.172865,116,209,37.0979,229
429,Q4QEB3,0.173688,271,392,37.4831,492
430,A7IAG4,0.181348,51,319,37.4831,359
431,A0Q2A0,0.187514,91,193,36.7127,204
432,Q045S8,0.192426,76,247,37.0979,330
433,B9M211,0.196624,221,269,37.0979,305
434,A1VMA8,0.19755,126,237,37.0979,325
435,Q8YBP2,0.197822,115,231,37.4831,518
436,Q8FWN5,0.198644,122,238,37.4831,525
437,A9B5I3,0.20043,35,111,36.7127,240
438,Q5KP44,0.209709,314,410,37.4831,544
439,Q8RG85,0.210621,210,268,37.0979,304
440,A5UEU6,0.213569,134,247,36.7127,268
441,P45293,0.213662,193,235,37.0979,291
442,A5UBN2,0.213662,193,235,37.0979,291
443,Q4QJU5,0.213662,193,235,37.0979,291
444,Q65L94,0.214078,108,207,36.7127,255
445,Q9LRS0,0.214875,209,342,37.0979,367
446,P25996,0.215671,82,275,37.0979,311
447,Q609J2,0.217616,232,323,37.0979,340
448,F2MMN9,0.218035,179,270,37.0979,312
449,P0DH74,0.219975,179,270,37.0979,312
450,A8M9N4,0.224488,21,190,36.3275,205
451,O31618,0.22669,110,209,36.7127,256
452,B9DPN4,0.232703,140,266,36.7127,305
453,Q47XB3,0.243001,36,157,36.7127,258
454,Q5F605,0.244199,228,314,37.0979,335
455,Q03GJ0,0.24424,128,252,36.7127,325
456,Q12TH8,0.245672,174,307,37.0979,362
457,Q8EUY2,0.24594,176,270,36.7127,306
458,A4XYG7,0.249009,256,363,37.0979,379
459,C5BSJ7,0.251605,106,227,36.3275,232
460,P42851,0.260546,33,126,37.0979,485
461,F6S675,0.260549,357,410,37.0979,512
462,A5G5A2,0.261304,131,234,36.3275,241
463,A3DD04,0.265463,136,208,36.7127,255
464,A0JNA3,0.267778,359,412,37.0979,514
465,A9AJX4,0.268687,231,325,36.7127,345
466,Q92AH5,0.269976,72,266,36.7127,304
467,A7GH18,0.270954,117,287,36.7127,290
468,B5YJH1,0.274216,87,267,36.7127,303
469,Q6GMG5,0.274724,359,412,37.0979,544
470,D3ZLZ7,0.274875,359,412,37.0979,514
471,P50096,0.274875,359,412,37.0979,514
472,Q3B213,0.275068,159,305,36.7127,361
473,A5G3H0,0.275392,221,269,36.7127,305
474,A7MX10,0.279506,36,157,36.3275,257
475,Q9HHE4,0.297329,64,302,36.7127,360
476,P21795,0.299446,272,344,36.7127,394
477,Q5RGV1,0.299918,359,412,36.7127,514
478,Q9YB30,0.303268,58,335,36.7127,375
479,C3LLI5,0.30569,36,157,36.3275,257
480,Q9KSW8,0.30569,36,157,36.3275,257
481,A5F289,0.30569,36,157,36.3275,257
482,Q5UZH1,0.310382,147,226,36.3275,246
483,Q0ICA6,0.320096,35,111,36.3275,263
484,Q3AWY4,0.320737,33,111,36.3275,258
485,O29742,0.321572,247,296,36.7127,336
486,Q8D8Q5,0.32839,36,157,36.3275,257
487,Q54E41,0.339273,260,385,36.7127,388
488,Q8PW56,0.343816,188,276,36.3275,314
489,C4XPD6,0.36321,240,269,36.3275,306
490,A3MUC6,0.367795,107,204,35.9423,228
491,Q7XPR4,0.37445,235,343,36.3275,368
492,Q01KC2,0.37445,235,343,36.3275,368
493,A0AJT8,0.374756,72,266,36.3275,304
494,Q8TT55,0.386897,185,273,36.3275,311
495,P43759,0.424739,138,247,35.9423,268
496,Q49721,0.430988,125,218,36.3275,375
497,A0AG15,0.436446,41,111,35.9423,251
498,Q4ZY06,0.437412,256,329,36.3275,380
499,P54322,0.437931,182,272,35.9423,311
