,ids,e_value,hit_start,hit_end,bitscore,protein_length
95,P56088,0.000518957,322,365,45.3525,481
96,Q9ZL14,0.000518957,322,365,45.3525,481
97,B2A2Z7,0.000561187,177,236,44.9673,295
98,P47996,0.000578655,344,382,45.3525,503
99,B1L993,0.000628558,325,410,45.3525,507
100,Q9WYM8,0.000628558,325,410,45.3525,507
101,B0UXP9,0.000637938,350,396,45.3525,514
102,A2SQR0,0.00068781,181,220,44.1969,236
103,A4X5V3,0.0007103,141,261,44.5821,306
104,Q4VRV8,0.000789505,339,423,44.9673,551
105,F7CYY5,0.000860943,351,397,44.9673,515
106,P54322,0.000870999,230,281,44.1969,311
107,B0KAS1,0.000926403,191,233,44.1969,292
108,B2JKL9,0.000934406,265,325,44.1969,344
109,A9AJX4,0.000961905,234,325,44.1969,345
110,B0K4N7,0.000986548,191,233,44.1969,292
111,Q8RBJ3,0.000986548,191,233,44.1969,292
112,A1KRQ4,0.000990792,276,314,44.1969,335
113,B0T7X2,0.00102285,256,333,44.1969,380
114,Q8T6T2,0.00103855,30,284,44.1969,400
115,A9M3G1,0.00106044,276,314,44.1969,341
116,A1WTJ3,0.00107244,290,317,44.1969,342
117,C4XPD6,0.00117308,232,269,43.8117,306
118,Q8RG85,0.0011761,229,277,43.8117,304
119,A8M9N4,0.00125161,83,179,43.0413,205
120,A1ASB3,0.00136955,231,276,43.8117,304
121,P45293,0.00158239,193,234,43.4265,291
122,A5UBN2,0.00158239,193,234,43.4265,291
123,Q4QJU5,0.00158239,193,234,43.4265,291
124,O00086,0.00161438,352,406,43.8117,521
125,Q59Q46,0.00161438,352,406,43.8117,521
126,Q8CWG1,0.00162358,230,266,43.4265,304
127,B3GXB6,0.00164849,194,236,43.4265,295
128,B4SMK1,0.00169195,256,333,43.8117,379
129,Q30NR6,0.00171873,186,229,43.0413,252
130,Q6A912,0.00179218,233,278,43.4265,307
131,B0BUD0,0.0019029,194,236,43.0413,295
132,A3MZT8,0.0019029,194,236,43.0413,295
133,Q84XA3,0.00191163,340,381,43.8117,502
134,B2FIJ0,0.00191531,256,333,43.4265,379
135,Q8ZUF0,0.0019199,233,275,43.4265,336
136,A4J560,0.00192462,231,278,43.4265,304
137,B9KBQ2,0.00198831,325,410,43.8117,507
138,B2G5A3,0.00205572,236,287,43.0413,308
139,A5VHS3,0.00205572,236,287,43.0413,308
140,Q8H3I4,0.00227427,216,309,43.0413,366
141,B5Z7L6,0.00229363,128,239,43.0413,325
142,Q82ST3,0.00240973,229,315,43.0413,342
143,Q2SVL9,0.00246912,265,325,43.0413,345
144,Q01335,0.00259238,248,306,43.0413,347
145,Q54E41,0.00260325,260,333,43.0413,388
146,Q8PE75,0.00261803,256,333,43.0413,386
147,Q4V0H2,0.00261803,256,333,43.0413,386
148,Q0W1L8,0.00265542,100,179,42.2709,212
149,Q5H6Z4,0.00279412,256,333,43.0413,388
150,B2SUY3,0.00279412,256,333,43.0413,388
151,Q2P9K0,0.00279412,256,333,43.0413,388
152,A9IN89,0.00279647,256,333,43.0413,383
153,Q9HLK8,0.00284662,314,367,43.0413,485
154,B0RLM2,0.00286018,256,333,43.0413,386
155,Q3BZH2,0.00310696,256,333,43.0413,388
156,O67820,0.00314951,332,374,43.0413,490
157,A5UF86,0.00321527,193,234,42.6561,291
158,Q8PR33,0.00321883,256,333,42.6561,388
159,Q8KFR5,0.00342218,197,328,42.6561,357
160,C6A3U0,0.00359262,210,297,42.6561,374
161,A8FD19,0.00379674,226,275,42.2709,310
162,P61422,0.0039231,115,194,42.6561,490
163,Q0BFR0,0.00398933,237,325,42.2709,345
164,A9B891,0.00405,192,234,42.2709,293
165,A8MIU4,0.00420369,229,268,42.2709,302
166,Q8DGQ5,0.00437851,165,205,41.8857,228
167,Q0AIB4,0.00440996,229,315,42.2709,342
168,Q5UZH1,0.00468882,187,226,41.8857,246
169,Q84IL8,0.00469985,135,177,41.5005,232
170,Q7VL86,0.00474679,194,236,41.8857,295
171,A0AMC4,0.00481389,115,213,41.5005,236
172,Q8EUY2,0.00482045,233,273,41.8857,306
173,Q6G0J2,0.00488229,256,333,42.2709,383
174,O26762,0.00488841,192,256,41.8857,293
175,Q979G6,0.00496727,224,263,41.8857,301
176,A4SME2,0.0050178,223,322,41.8857,336
177,A7MPA0,0.00513642,201,302,41.8857,347
178,P16250,0.00524942,53,112,41.5005,240
179,A4WHH6,0.00525743,234,276,41.8857,337
180,C6BW12,0.00535056,228,279,41.8857,305
181,P9WND5,0.00542786,281,359,42.2709,414
182,P9WND4,0.00542786,281,359,42.2709,414
183,P60799,0.00552717,180,236,41.8857,295
184,A8YZL5,0.00552717,180,236,41.8857,295
185,Q6GBW9,0.00552717,180,236,41.8857,295
186,Q6GJF0,0.00552717,180,236,41.8857,295
187,P60798,0.00552717,180,236,41.8857,295
188,P60797,0.00552717,180,236,41.8857,295
189,A6QEH1,0.00552717,180,236,41.8857,295
190,Q5HIF5,0.00552717,180,236,41.8857,295
191,A5IQ72,0.00552717,180,236,41.8857,295
192,Q2G0Q1,0.00552717,180,236,41.8857,295
193,Q2FJC1,0.00552717,180,236,41.8857,295
194,A6TYZ5,0.00552717,180,236,41.8857,295
195,A7WYT1,0.00552717,180,236,41.8857,295
196,A7Z0D3,0.00555925,179,259,41.8857,294
197,Q9JX66,0.00557027,276,314,41.8857,335
198,Q5QX65,0.00560749,230,320,41.8857,334
199,Q8CQV7,0.00578018,180,236,41.8857,295
200,Q5HRN5,0.00578018,180,236,41.8857,295
201,Q9CFW8,0.00584389,230,281,41.8857,311
202,Q2KW44,0.00589135,239,330,41.8857,349
203,P65171,0.00595962,125,218,41.8857,375
204,P9WKI5,0.00595962,125,218,41.8857,375
205,P9WKI4,0.00595962,125,218,41.8857,375
206,B1JPU0,0.00607091,256,333,41.8857,381
207,Q66C32,0.00607091,256,333,41.8857,381
208,A4TKI4,0.00607091,256,333,41.8857,381
209,Q1CGZ1,0.00607091,256,333,41.8857,381
210,A9R623,0.00607091,256,333,41.8857,381
211,Q8ZFV8,0.00607091,256,333,41.8857,381
212,B2JZQ1,0.00607091,256,333,41.8857,381
213,Q1C9P0,0.00607091,256,333,41.8857,381
214,A7FJF0,0.00607091,256,333,41.8857,381
215,A7HD76,0.00643562,222,318,41.8857,363
216,Q5JHR7,0.00645648,229,265,41.5005,302
217,Q609J2,0.00649118,232,323,41.8857,340
218,Q5WK54,0.00656553,112,211,41.1153,227
219,Q3IT10,0.00667401,187,224,41.1153,239
220,Q7WGE4,0.00672986,239,330,41.8857,349
221,Q7VTR9,0.00678982,239,330,41.8857,349
222,Q7W4W6,0.00691135,239,330,41.5005,349
223,A8HZX8,0.00694273,230,321,41.5005,356
224,P0C0H6,0.00702134,35,74,41.8857,493
225,P68839,0.00702134,35,74,41.8857,493
226,Q5X9A3,0.00702134,35,74,41.8857,493
227,P0C0H7,0.00702134,35,74,41.8857,493
228,P0DB89,0.00714569,35,74,41.8857,493
229,P0DB88,0.00714569,35,74,41.8857,493
230,Q65PL2,0.00753698,179,259,41.5005,294
231,Q4L3H8,0.00783583,180,236,41.5005,295
232,Q9CLJ6,0.00797731,194,236,41.1153,295
233,A5UY94,0.00821696,192,234,41.1153,293
234,O59185,0.00831549,229,265,41.1153,303
235,F6S675,0.00834643,352,394,41.5005,512
236,A3DD04,0.00851748,136,208,41.1153,255
237,A7NQB8,0.00874819,192,234,41.1153,293
238,A0QSU4,0.00911144,125,218,41.5005,375
239,Q6GMG5,0.00948067,354,396,41.5005,544
240,O35435,0.00955572,268,389,41.5005,395
241,A9WQA3,0.00959269,64,108,40.7301,244
242,A8FAD5,0.00976979,193,259,41.1153,294
243,Q8F4Q4,0.00982987,348,400,41.5005,508
244,P37527,0.00985758,193,259,41.1153,294
245,Q6GB05,2.60091e-145,1,354,418.091,355
246,Q6GIG7,7.84042e-145,1,354,416.936,355
247,Q8NXG7,1.38375e-144,1,354,416.165,355
248,Q99VF6,1.46143e-144,1,354,416.165,355
249,A5IR97,1.46143e-144,1,354,416.165,355
250,A6U025,1.46143e-144,1,354,416.165,355
251,Q49W60,9.6728e-144,1,355,414.239,355
252,A8Z1H7,4.00206e-143,1,354,412.698,355
253,A6QFD2,4.00206e-143,1,354,412.698,355
254,Q5HHG4,4.00206e-143,1,354,412.698,355
255,Q2FZX9,4.00206e-143,1,354,412.698,355
256,Q2FIF3,4.00206e-143,1,354,412.698,355
257,Q4L4T4,1.75514e-142,1,357,411.158,357
258,Q9HWH9,6.10191e-133,1,350,386.505,351
259,D0V3Y4,9.83476e-129,1,349,375.719,349
260,O05413,1.87807e-123,1,343,362.237,347
261,B2TEK6,5.33187e-120,7,364,354.148,366
262,Q12723,3.49177e-115,1,374,342.207,374
263,P47177,1.73778e-109,23,404,328.725,404
264,Q9I4V0,7.4555e-75,1,319,237.433,328
265,O06179,2.02092e-65,1,345,214.706,375
266,Q01284,2.70618e-62,33,376,207.002,378
267,Q8T6T2,1.62354e-43,30,398,158.082,400
268,P49058,2.87391e-27,30,299,114.169,404
269,Q9ZL14,1.12456e-24,28,410,108.006,481
270,P56088,4.77464e-24,28,410,106.08,481
271,Q4VRV8,3.42704e-23,39,465,104.154,551
272,Q185B2,2.97511e-22,110,219,96.8348,223
273,Q8R7I7,8.13558e-22,77,217,96.0644,237
274,Q6A6A0,9.80705e-22,111,229,95.6792,229
275,Q8XNZ3,1.93271e-20,10,205,91.8272,221
276,Q0TUP9,1.93271e-20,10,205,91.8272,221
277,Q0SWI9,2.46113e-20,10,205,91.442,221
278,Q2SS69,2.20116e-19,74,210,89.1308,226
279,Q07152,8.66232e-19,252,426,91.0568,537
280,Q5KP44,9.74001e-19,201,450,91.0568,544
281,B0UXP9,1.03129e-18,254,407,90.6716,514
282,Q7NTY1,1.66809e-18,127,258,88.3604,316
283,Q3SWY3,2.03135e-18,256,407,89.9012,514
284,F7CYY5,4.56271e-18,257,408,88.7456,515
285,P12268,5.52829e-18,256,407,88.3604,514
286,E9PU28,6.9039e-18,285,407,88.3604,514
287,Q8FWN5,7.22023e-18,122,242,88.3604,525
288,Q8YBP2,7.37035e-18,115,235,87.9752,518
289,Q9KGN8,9.29554e-18,31,440,87.59,485
290,P24547,9.54449e-18,285,407,87.9752,514
291,P12269,9.90427e-18,285,407,87.59,514
292,Q6GMG5,1.82098e-17,251,407,87.2048,544
293,F6S675,2.28564e-17,249,405,86.8196,512
294,B9DS39,3.00224e-17,91,323,84.8936,327
295,P20839,3.67731e-17,248,407,86.0492,514
296,Q6HAI0,3.96877e-17,80,260,84.5084,327
297,A0RLN5,4.01215e-17,81,261,84.5084,328
298,O58045,4.38537e-17,37,371,85.664,486
299,Q02Z38,4.55158e-17,135,325,84.5084,329
300,Q9CGF1,4.55158e-17,135,325,84.5084,329
301,O05269,4.85085e-17,37,307,84.1232,326
302,O67820,5.80088e-17,34,380,85.2788,490
303,O00086,6.03239e-17,253,406,85.2788,521
304,Q59Q46,6.03239e-17,253,406,85.2788,521
305,Q5RGV1,6.57391e-17,299,407,85.2788,514
306,A2RL29,6.61986e-17,135,325,84.1232,329
307,Q630E8,8.15959e-17,80,260,83.738,327
308,Q12658,8.23314e-17,255,411,84.8936,529
309,A0JNA3,8.58745e-17,299,407,84.8936,514
310,A7Z8C3,8.63391e-17,129,307,83.738,326
311,Q81JJ9,8.8958e-17,80,260,83.738,327
312,Q6MT55,9.20258e-17,74,210,81.812,226
313,P50096,9.85967e-17,299,407,84.8936,514
314,D3ZLZ7,1.00429e-16,299,407,84.8936,514
315,Q72WY4,1.00776e-16,80,260,83.3528,327
316,Q8ERJ2,1.04719e-16,22,305,83.3528,327
317,A8AXD6,1.18624e-16,82,323,83.3528,327
318,C0MAM1,1.31817e-16,91,273,82.9676,327
319,Q65LF6,1.39489e-16,37,272,82.9676,326
320,C0MF02,1.40965e-16,91,273,82.9676,327
321,Q1J6M7,1.62754e-16,82,306,82.9676,327
322,Q1JLQ8,1.62754e-16,82,306,82.9676,327
323,Q1JBS5,1.62754e-16,82,306,82.9676,327
324,Q5XC75,1.62754e-16,82,306,82.9676,327
325,Q8P129,1.67499e-16,82,306,82.5824,327
326,Q814I1,1.88047e-16,81,261,82.5824,328
327,Q8DZL4,1.91533e-16,91,327,82.5824,327
328,Q8E578,1.91533e-16,91,327,82.5824,327
329,Q3K110,1.91533e-16,91,327,82.5824,327
330,B5XLI1,2.08768e-16,82,306,82.5824,327
331,O25525,2.21109e-16,75,273,82.5824,327
332,Q97DK4,2.40996e-16,35,272,82.1972,327
333,B5Z7L6,2.45257e-16,73,259,82.1972,325
334,P0C0H6,2.63126e-16,34,378,83.3528,493
335,P68839,2.63126e-16,34,378,83.3528,493
336,Q5X9A3,2.63126e-16,34,378,83.3528,493
337,P0C0H7,2.63126e-16,34,378,83.3528,493
338,Q48TL6,2.65192e-16,82,306,82.1972,327
339,A5UFG9,2.79087e-16,246,367,82.5824,381
340,P0DB91,2.80857e-16,82,306,82.1972,327
341,Q1JGV8,2.80857e-16,82,306,82.1972,327
342,P0DB90,2.80857e-16,82,306,82.1972,327
343,P0DB89,2.93875e-16,34,378,83.3528,493
344,P0DB88,2.93875e-16,34,378,83.3528,493
345,Q9SA34,3.11637e-16,241,394,83.3528,502
346,P46454,3.1542e-16,246,367,82.5824,381
347,Q5WD10,3.27489e-16,81,273,81.812,328
348,Q99ZQ1,3.53295e-16,82,306,81.812,327
349,Q1CT17,4.23082e-16,73,259,81.4268,325
350,Q9HLK8,4.31647e-16,33,371,82.5824,485
351,Q4QJK8,4.90772e-16,246,369,81.812,381
352,P21879,6.28684e-16,32,454,82.1972,488
353,A5UBE3,6.44492e-16,246,367,81.812,381
354,Q04GD9,7.35285e-16,128,309,81.0416,323
355,Q9ZKZ2,7.36176e-16,128,271,81.0416,325
356,B2USX4,9.34426e-16,73,271,80.6564,325
357,Q49XD2,1.16452e-15,128,271,80.2712,328
358,A4W0T4,1.28055e-15,82,308,80.2712,327
359,Q4QEB3,1.28848e-15,242,467,81.4268,492
360,A4VUJ2,1.38188e-15,82,308,80.2712,327
361,O50316,1.47213e-15,215,376,81.0416,494
362,B1IC44,1.68772e-15,91,292,79.886,328
363,P47996,1.85489e-15,211,393,81.0416,503
364,Q6GH69,1.94557e-15,128,309,79.5008,325
365,P60564,2.20166e-15,128,306,79.5008,325
366,Q6G9M1,2.20166e-15,128,306,79.5008,325
367,P60563,2.20166e-15,128,306,79.5008,325
368,P60562,2.20166e-15,128,306,79.5008,325
369,A5ISL9,2.20166e-15,128,306,79.5008,325
370,A6U1F7,2.20166e-15,128,306,79.5008,325
371,A7X1Z1,2.20166e-15,128,306,79.5008,325
372,Q97Q95,2.76665e-15,84,223,77.5748,233
373,B9DP67,2.79233e-15,121,271,79.1156,325
374,A2REI5,2.79269e-15,82,306,79.1156,327
375,Q9L6B7,2.90806e-15,30,423,80.2712,487
376,Q38YF0,3.31311e-15,128,271,79.1156,325
377,A6QGN9,3.47423e-15,128,306,78.7304,325
378,Q5HG83,3.47423e-15,128,306,78.7304,325
379,Q2YXS9,3.47423e-15,128,306,78.7304,325
380,Q2FYU4,3.47423e-15,128,306,78.7304,325
381,Q2FH96,3.47423e-15,128,306,78.7304,325
382,Q8KCW4,3.61623e-15,276,376,79.886,494
383,P42851,3.70725e-15,37,371,79.886,485
384,Q8CPC9,4.006e-15,128,306,78.7304,325
385,Q5HPK5,4.006e-15,128,306,78.7304,325
386,Q54QQ0,4.92371e-15,251,410,79.5008,515
387,A9BNR6,4.98309e-15,126,297,78.3452,325
388,Q6DAY3,5.55924e-15,245,384,78.7304,386
389,Q6FFS1,5.65098e-15,246,348,78.7304,384
390,B0BTC7,5.92612e-15,246,348,78.7304,381
391,C4L088,6.02176e-15,130,310,78.3452,327
392,Q831S1,6.1391e-15,128,259,78.3452,325
393,E9BDA8,6.23686e-15,180,467,79.1156,492
394,B3GZA5,6.50562e-15,246,348,78.7304,381
395,A3N3E5,6.50562e-15,246,348,78.7304,381
396,C1CR55,7.20685e-15,91,292,77.96,328
397,B8ZJR9,7.34459e-15,91,292,77.96,328
398,C1CEK5,7.48496e-15,91,292,77.96,328
399,Q9UY49,8.45639e-15,37,371,78.7304,485
400,C1CKY8,9.04447e-15,91,292,77.5748,328
401,B3WCK9,1.05169e-14,46,275,77.5748,329
402,Q03AR1,1.07176e-14,46,275,77.5748,329
403,P50094,1.0779e-14,256,409,78.7304,524
404,Q9GZH3,1.22281e-14,277,420,78.3452,534
405,Q84XA3,1.23065e-14,214,417,78.3452,502
406,C5CT60,1.26084e-14,126,297,77.1896,325
407,B9ME75,1.29713e-14,21,303,77.1896,325
408,Q97QG5,1.41042e-14,91,292,77.1896,328
409,B0VND0,1.42601e-14,246,377,77.5748,383
410,A6VCM8,1.50474e-14,245,363,77.5748,381
411,A1WB23,1.52334e-14,21,303,77.1896,325
412,Q8DPJ7,1.60981e-14,91,292,77.1896,328
413,C1C7M7,1.60981e-14,91,292,77.1896,328
414,Q04K71,1.60981e-14,91,292,77.1896,328
415,Q4L646,1.67435e-14,123,306,76.8044,325
416,Q9HV37,1.68249e-14,246,363,77.5748,381
417,B7V1I3,1.68249e-14,246,363,77.5748,381
418,B2FIJ0,1.71031e-14,245,360,77.5748,379
419,Q02FQ1,1.79569e-14,246,363,77.1896,381
420,B0T7X2,1.80214e-14,245,363,77.1896,380
421,B4SMK1,1.91237e-14,245,360,77.1896,379
422,Q03GJ0,1.92929e-14,36,249,76.8044,325
423,P50098,2.11087e-14,50,491,77.5748,512
424,B1HNS5,2.37202e-14,130,272,76.4192,327
425,Q045S8,2.60063e-14,103,310,76.4192,330
426,Q88SV5,2.6596e-14,23,306,76.4192,325
427,P50095,2.80344e-14,255,408,77.1896,523
428,A8M9N4,2.90372e-14,31,190,74.108,205
429,Q7VPI9,3.28522e-14,246,348,76.4192,381
430,B2IPN4,3.29699e-14,91,292,76.034,328
431,B0V6L1,3.32144e-14,246,348,76.4192,383
432,A3M0X0,3.32144e-14,246,348,76.4192,383
433,B2I061,3.32144e-14,246,348,76.4192,383
434,B7IBS4,3.32144e-14,246,348,76.4192,383
435,B7H2H0,3.32144e-14,246,348,76.4192,383
436,A4W540,3.46808e-14,246,383,76.4192,395
437,P44334,3.47946e-14,31,424,76.8044,488
438,Q1IF69,3.70661e-14,246,348,76.4192,381
439,Q4KFI7,3.78307e-14,105,321,76.034,339
440,A1TNF7,4.22182e-14,21,297,75.6488,325
441,B5E4Y3,4.33248e-14,91,292,75.6488,328
442,P38697,4.46113e-14,260,408,76.8044,523
443,Q6M174,4.67122e-14,55,319,76.034,355
444,Q48JY0,4.75051e-14,178,321,75.6488,343
445,A7MNF6,4.79503e-14,246,397,76.034,401
446,B1YH73,5.1323e-14,135,243,75.6488,328
447,Q21U05,5.19409e-14,126,297,75.6488,325
448,Q883P1,5.21708e-14,105,321,75.6488,343
449,Q8F4Q4,5.40749e-14,285,400,76.4192,508
450,Q8PE75,5.83087e-14,246,349,76.034,386
451,Q4V0H2,5.83087e-14,246,349,76.034,386
452,C3K017,6.14014e-14,178,321,75.2636,341
453,P60565,6.29879e-14,103,310,75.2636,330
454,B0RLM2,6.39646e-14,246,349,75.6488,386
455,B5XMV0,6.41286e-14,246,385,75.6488,394
456,Q3BZH2,7.02279e-14,246,349,75.6488,388
457,A6TFK0,7.03356e-14,246,385,75.6488,394
458,C1DDY1,7.04728e-14,158,321,75.2636,347
459,Q8PR33,7.28748e-14,246,349,75.6488,388
460,A9IN89,7.4399e-14,245,360,75.6488,383
461,Q6G0J2,7.4399e-14,245,360,75.6488,383
462,Q3KFC7,7.78789e-14,105,321,75.2636,339
463,B1JPU0,8.22726e-14,245,349,75.2636,381
464,Q66C32,8.22726e-14,245,349,75.2636,381
465,A4TKI4,8.22726e-14,245,349,75.2636,381
466,Q1CGZ1,8.22726e-14,245,349,75.2636,381
467,A9R623,8.22726e-14,245,349,75.2636,381
468,Q8ZFV8,8.22726e-14,245,349,75.2636,381
469,B2JZQ1,8.22726e-14,245,349,75.2636,381
470,Q1C9P0,8.22726e-14,245,349,75.2636,381
471,A7FJF0,8.22726e-14,245,349,75.2636,381
472,B1J244,9.10942e-14,246,366,75.2636,381
473,Q5H6Z4,9.26787e-14,246,349,75.2636,388
474,B2SUY3,9.26787e-14,246,349,75.2636,388
475,Q2P9K0,9.26787e-14,246,349,75.2636,388
476,Q9CGC2,9.5892e-14,113,213,73.3376,231
477,B0KIT4,9.71927e-14,246,363,75.2636,381
478,Q88DT3,1.01797e-13,246,363,75.2636,381
479,A5W9B2,1.01797e-13,246,363,75.2636,381
480,Q7UJL3,1.01856e-13,308,417,75.6488,539
481,O14344,1.06061e-13,291,410,75.6488,524
482,Q5FHY3,1.10645e-13,38,296,74.4932,330
483,B1LK44,1.34188e-13,246,348,74.8784,396
484,Q040Z7,1.37659e-13,81,213,72.9524,230
485,Q24JJ8,1.58952e-13,104,342,74.4932,363
486,B7ULG1,1.70516e-13,246,384,74.4932,396
487,Q3YVX0,1.72094e-13,246,384,74.4932,396
488,Q83PP7,1.72094e-13,246,384,74.4932,396
489,Q0SYD1,1.72094e-13,246,384,74.4932,396
490,Q31V17,1.72094e-13,246,384,74.4932,396
491,B6I3I4,1.72094e-13,246,384,74.4932,396
492,B7M492,1.72094e-13,246,384,74.4932,396
493,B5YWA7,1.72094e-13,246,384,74.4932,396
494,Q8XDF7,1.72094e-13,246,384,74.4932,396
495,B7L725,1.72094e-13,246,384,74.4932,396
496,A7ZTF9,1.72094e-13,246,384,74.4932,396
497,Q8FCB1,1.78553e-13,246,384,74.4932,396
498,Q0TBK1,1.78553e-13,246,384,74.4932,396
499,B7NPB4,1.78553e-13,246,384,74.4932,396
500,Q329P9,1.86968e-13,246,384,74.4932,396
501,B2U5C2,1.93984e-13,246,384,74.4932,396
502,B7NER0,1.93984e-13,246,384,74.4932,396
503,P33232,1.93984e-13,246,384,74.4932,396
504,B1IZI5,1.93984e-13,246,384,74.4932,396
505,A8A670,1.93984e-13,246,384,74.4932,396
506,B1X8M0,1.93984e-13,246,384,74.4932,396
507,C4ZXJ7,1.93984e-13,246,384,74.4932,396
508,A7IMB0,1.95792e-13,245,382,74.108,388
509,Q6G4R2,2.001e-13,245,360,74.108,383
510,Q1R4Z0,2.12694e-13,246,348,74.108,396
511,B7MFG9,2.12694e-13,246,348,74.108,396
512,Q04CB0,2.29814e-13,134,310,73.7228,330
513,Q1GBV3,2.29814e-13,134,310,73.7228,330
514,Q49UU8,2.42348e-13,32,374,74.4932,488
515,Q8G3N6,2.61764e-13,306,424,74.4932,545
516,A4XYG7,2.6597e-13,246,363,73.7228,379
