,ids,e_value,hit_start,hit_end,bitscore,protein_length
92,A4VM41,0.000321756,231,321,45.8213,343
93,A1WTJ3,0.000335583,290,317,45.8213,342
94,B1J5B5,0.000340764,230,321,45.8213,341
95,B0T7X2,0.000345407,238,333,45.8213,380
96,Q6M174,0.000352311,244,319,45.8213,355
97,B4SMK1,0.000363611,238,333,45.8213,379
98,A9AJX4,0.000376228,234,325,45.4361,345
99,P54322,0.00037729,230,272,45.4361,311
100,Q6A912,0.000392908,230,278,45.4361,307
101,A0B7W4,0.000404276,185,224,45.0509,242
102,A2SQR0,0.000417946,181,220,45.0509,236
103,B0UXP9,0.0004631,350,407,45.8213,514
104,A1ASB3,0.000491077,231,276,45.0509,304
105,B2FIJ0,0.000500419,238,333,45.4361,379
106,A1K7M2,0.000518809,222,314,45.0509,338
107,A4X5V3,0.000591488,137,261,45.0509,306
108,A9IN89,0.000596545,257,333,45.0509,383
109,F7CYY5,0.000614104,351,408,45.4361,515
110,B2A2Z7,0.000681276,177,236,44.6657,295
111,Q9SA34,0.000711359,300,394,45.0509,502
112,Q8RBJ3,0.000730552,123,233,44.6657,292
113,O35435,0.000733284,268,389,44.6657,395
114,Q5KP44,0.000789439,364,450,45.0509,544
115,Q8PE75,0.000870009,257,333,44.6657,386
116,Q4V0H2,0.000870009,257,333,44.6657,386
117,Q2SVL9,0.000876578,265,325,44.6657,345
118,A4WDW4,0.00087962,126,229,43.8953,235
119,B0KAS1,0.000882288,191,233,44.2805,292
120,A4J560,0.000919786,231,278,44.2805,304
121,B0K4N7,0.000922827,191,233,44.2805,292
122,B0RLM2,0.000942192,257,333,44.6657,386
123,B9DPN4,0.00094792,227,266,44.2805,305
124,Q9HLK8,0.000952773,314,367,44.6657,485
125,Q5H6Z4,0.000962264,257,333,44.2805,388
126,B2SUY3,0.000962264,257,333,44.2805,388
127,Q2P9K0,0.000962264,257,333,44.2805,388
128,Q21JW9,0.0010055,230,321,44.2805,339
129,A8HZX8,0.00102613,230,321,44.2805,356
130,A1KRQ4,0.00103187,276,314,44.2805,335
131,Q6G0J2,0.00105175,257,333,44.2805,383
132,Q8RG85,0.00105208,229,268,43.8953,304
133,Q3BZH2,0.00107964,257,333,44.2805,388
134,Q8PR33,0.00107964,257,333,44.2805,388
135,A9M3G1,0.00109455,276,314,44.2805,341
136,B2G5A3,0.00110439,234,287,43.8953,308
137,A5VHS3,0.00110439,234,287,43.8953,308
138,A5EV79,0.00112347,232,314,44.2805,337
139,Q6FFS1,0.00117168,238,333,44.2805,384
140,Q8H3I4,0.00121748,210,309,44.2805,366
141,A8FD19,0.00123715,226,275,43.8953,310
142,Q0BFR0,0.00133156,237,325,43.8953,345
143,Q5QX65,0.00133273,230,320,43.8953,334
144,P16250,0.0013329,53,112,43.5101,240
145,Q2KW44,0.00136747,239,327,43.8953,349
146,O26762,0.00141246,192,273,43.5101,293
147,Q8DGQ5,0.00146686,164,205,43.1249,228
148,Q65PL2,0.00149583,179,259,43.5101,294
149,A7Z0D3,0.00153664,179,259,43.5101,294
150,P47996,0.00158435,301,382,43.8953,503
151,B1JPU0,0.00163198,257,333,43.8953,381
152,Q66C32,0.00163198,257,333,43.8953,381
153,A4TKI4,0.00163198,257,333,43.8953,381
154,Q1CGZ1,0.00163198,257,333,43.8953,381
155,A9R623,0.00163198,257,333,43.8953,381
156,Q8ZFV8,0.00163198,257,333,43.8953,381
157,B2JZQ1,0.00163198,257,333,43.8953,381
158,Q1C9P0,0.00163198,257,333,43.8953,381
159,A7FJF0,0.00163198,257,333,43.8953,381
160,Q9CFW8,0.00163722,230,272,43.5101,311
161,A9WQA3,0.00171426,64,108,43.1249,244
162,Q8TYD6,0.00182254,114,224,43.1249,242
163,A0AMC4,0.00189068,115,228,42.7397,236
164,B1L993,0.00192856,325,410,43.8953,507
165,Q9WYM8,0.00192856,325,410,43.8953,507
166,Q5FJB5,0.002078,231,285,43.1249,307
167,C4XPD6,0.00209034,232,269,43.1249,306
168,P71340,0.00209703,116,209,42.7397,228
169,A7HD76,0.0022322,222,318,43.1249,363
170,Q54E41,0.00229039,261,333,43.1249,388
171,Q63707,0.00244156,268,389,43.1249,395
172,B3GXB6,0.00245786,194,258,42.7397,295
173,A3DD04,0.00259137,136,208,42.7397,255
174,A3MZT8,0.0027125,194,258,42.7397,295
175,Q3IT10,0.00272318,187,224,42.3545,239
176,B0BUD0,0.00273691,194,258,42.7397,295
177,A0JUZ7,0.00276183,68,121,42.3545,248
178,A8M9N4,0.00279099,83,181,41.9693,205
179,Q30NR6,0.00289792,186,229,42.3545,252
180,Q3IU78,0.0031025,228,313,42.7397,350
181,A8FAD5,0.00312032,193,259,42.7397,294
182,P25996,0.00317123,226,275,42.7397,311
183,P37527,0.00317674,193,259,42.7397,294
184,P42851,0.00320545,313,366,43.1249,485
185,O58045,0.00320832,313,366,43.1249,486
186,Q82ST3,0.00327518,220,315,42.7397,342
187,Q0SSM0,0.00341481,139,212,42.3545,254
188,Q9UY49,0.00349979,313,366,42.7397,485
189,Q8XK02,0.0035089,139,212,42.3545,254
190,Q8F4Q4,0.00353718,351,400,42.7397,508
191,O00086,0.00354176,352,406,42.7397,521
192,Q59Q46,0.00354176,352,406,42.7397,521
193,Q0AIB4,0.00357948,229,315,42.7397,342
194,Q5UZH1,0.00358841,187,226,41.9693,246
195,Q82AA1,0.00364074,54,113,41.9693,242
196,B3GZ03,0.00365563,116,209,41.9693,229
197,A3N350,0.00365563,116,209,41.9693,229
198,Q74J29,0.00368197,231,285,42.3545,307
199,Q7VKN0,0.00382666,117,209,41.9693,229
200,Q5JHR7,0.00382773,226,265,42.3545,302
201,B0V6L1,0.00389688,238,376,42.7397,383
202,A3M0X0,0.00389688,238,376,42.7397,383
203,B2I061,0.00389688,238,376,42.7397,383
204,B7IBS4,0.00389688,238,376,42.7397,383
205,B7H2H0,0.00389688,238,376,42.7397,383
206,Q979G6,0.00406266,224,263,42.3545,301
207,Q4ZY06,0.00408943,257,329,42.3545,380
208,A9B891,0.00437146,192,234,41.9693,293
209,A9B5I3,0.00439799,35,111,41.9693,240
210,C6BW12,0.00445573,228,266,41.9693,305
211,B0BSI0,0.0044701,116,209,41.5841,229
212,P61422,0.00465574,115,222,42.3545,490
213,A4SME2,0.00477874,223,322,41.9693,336
214,O59185,0.00497536,226,265,41.9693,303
215,Q2RHX4,0.00520415,139,208,41.5841,255
216,A6VTA6,0.00564721,58,112,41.5841,257
217,A4XWQ0,0.00575779,241,321,41.9693,340
218,Q84XA3,0.00601202,340,381,41.9693,502
219,Q929R9,0.00601851,194,260,41.5841,295
220,A8LY18,0.00626566,219,321,41.9693,338
221,B1I4M6,0.00669746,231,268,41.5841,307
222,A1TZG0,0.00706229,230,321,41.5841,340
223,B1MBX5,0.00891823,61,119,40.8137,243
224,Q7NX17,0.00988739,231,317,41.1989,344
