,ids,e_value,hit_start,hit_end,bitscore,protein_length
95,P56088,0.000518957,322,365,45.3525,481
96,Q9ZL14,0.000518957,322,365,45.3525,481
97,B2A2Z7,0.000561187,177,236,44.9673,295
98,P47996,0.000578655,344,382,45.3525,503
99,B1L993,0.000628558,325,410,45.3525,507
100,Q9WYM8,0.000628558,325,410,45.3525,507
101,B0UXP9,0.000637938,350,396,45.3525,514
102,A2SQR0,0.00068781,181,220,44.1969,236
103,A4X5V3,0.0007103,141,261,44.5821,306
104,Q4VRV8,0.000789505,339,423,44.9673,551
105,F7CYY5,0.000860943,351,397,44.9673,515
106,P54322,0.000870999,230,281,44.1969,311
107,B0KAS1,0.000926403,191,233,44.1969,292
108,B2JKL9,0.000934406,265,325,44.1969,344
109,A9AJX4,0.000961905,234,325,44.1969,345
110,B0K4N7,0.000986548,191,233,44.1969,292
111,Q8RBJ3,0.000986548,191,233,44.1969,292
112,A1KRQ4,0.000990792,276,314,44.1969,335
113,B0T7X2,0.00102285,256,333,44.1969,380
114,Q8T6T2,0.00103855,30,284,44.1969,400
115,A9M3G1,0.00106044,276,314,44.1969,341
116,A1WTJ3,0.00107244,290,317,44.1969,342
117,C4XPD6,0.00117308,232,269,43.8117,306
118,Q8RG85,0.0011761,229,277,43.8117,304
119,A8M9N4,0.00125161,83,179,43.0413,205
120,A1ASB3,0.00136955,231,276,43.8117,304
121,P45293,0.00158239,193,234,43.4265,291
122,A5UBN2,0.00158239,193,234,43.4265,291
123,Q4QJU5,0.00158239,193,234,43.4265,291
124,O00086,0.00161438,352,406,43.8117,521
125,Q59Q46,0.00161438,352,406,43.8117,521
126,Q8CWG1,0.00162358,230,266,43.4265,304
127,B3GXB6,0.00164849,194,236,43.4265,295
128,B4SMK1,0.00169195,256,333,43.8117,379
129,Q30NR6,0.00171873,186,229,43.0413,252
130,Q6A912,0.00179218,233,278,43.4265,307
131,B0BUD0,0.0019029,194,236,43.0413,295
132,A3MZT8,0.0019029,194,236,43.0413,295
133,Q84XA3,0.00191163,340,381,43.8117,502
134,B2FIJ0,0.00191531,256,333,43.4265,379
135,Q8ZUF0,0.0019199,233,275,43.4265,336
136,A4J560,0.00192462,231,278,43.4265,304
137,B9KBQ2,0.00198831,325,410,43.8117,507
138,B2G5A3,0.00205572,236,287,43.0413,308
139,A5VHS3,0.00205572,236,287,43.0413,308
140,Q8H3I4,0.00227427,216,309,43.0413,366
141,B5Z7L6,0.00229363,128,239,43.0413,325
142,Q82ST3,0.00240973,229,315,43.0413,342
143,Q2SVL9,0.00246912,265,325,43.0413,345
144,Q01335,0.00259238,248,306,43.0413,347
145,Q54E41,0.00260325,260,333,43.0413,388
146,Q8PE75,0.00261803,256,333,43.0413,386
147,Q4V0H2,0.00261803,256,333,43.0413,386
148,Q0W1L8,0.00265542,100,179,42.2709,212
149,Q5H6Z4,0.00279412,256,333,43.0413,388
150,B2SUY3,0.00279412,256,333,43.0413,388
151,Q2P9K0,0.00279412,256,333,43.0413,388
152,A9IN89,0.00279647,256,333,43.0413,383
153,Q9HLK8,0.00284662,314,367,43.0413,485
154,B0RLM2,0.00286018,256,333,43.0413,386
155,Q3BZH2,0.00310696,256,333,43.0413,388
156,O67820,0.00314951,332,374,43.0413,490
157,A5UF86,0.00321527,193,234,42.6561,291
158,Q8PR33,0.00321883,256,333,42.6561,388
159,Q8KFR5,0.00342218,197,328,42.6561,357
160,C6A3U0,0.00359262,210,297,42.6561,374
161,A8FD19,0.00379674,226,275,42.2709,310
162,P61422,0.0039231,115,194,42.6561,490
163,Q0BFR0,0.00398933,237,325,42.2709,345
164,A9B891,0.00405,192,234,42.2709,293
165,A8MIU4,0.00420369,229,268,42.2709,302
166,Q8DGQ5,0.00437851,165,205,41.8857,228
167,Q0AIB4,0.00440996,229,315,42.2709,342
168,Q5UZH1,0.00468882,187,226,41.8857,246
169,Q84IL8,0.00469985,135,177,41.5005,232
170,Q7VL86,0.00474679,194,236,41.8857,295
171,A0AMC4,0.00481389,115,213,41.5005,236
172,Q8EUY2,0.00482045,233,273,41.8857,306
173,Q6G0J2,0.00488229,256,333,42.2709,383
174,O26762,0.00488841,192,256,41.8857,293
175,Q979G6,0.00496727,224,263,41.8857,301
176,A4SME2,0.0050178,223,322,41.8857,336
177,A7MPA0,0.00513642,201,302,41.8857,347
178,P16250,0.00524942,53,112,41.5005,240
179,A4WHH6,0.00525743,234,276,41.8857,337
180,C6BW12,0.00535056,228,279,41.8857,305
181,P9WND5,0.00542786,281,359,42.2709,414
182,P9WND4,0.00542786,281,359,42.2709,414
183,P60799,0.00552717,180,236,41.8857,295
184,A8YZL5,0.00552717,180,236,41.8857,295
185,Q6GBW9,0.00552717,180,236,41.8857,295
186,Q6GJF0,0.00552717,180,236,41.8857,295
187,P60798,0.00552717,180,236,41.8857,295
188,P60797,0.00552717,180,236,41.8857,295
189,A6QEH1,0.00552717,180,236,41.8857,295
190,Q5HIF5,0.00552717,180,236,41.8857,295
191,A5IQ72,0.00552717,180,236,41.8857,295
192,Q2G0Q1,0.00552717,180,236,41.8857,295
193,Q2FJC1,0.00552717,180,236,41.8857,295
194,A6TYZ5,0.00552717,180,236,41.8857,295
195,A7WYT1,0.00552717,180,236,41.8857,295
196,A7Z0D3,0.00555925,179,259,41.8857,294
197,Q9JX66,0.00557027,276,314,41.8857,335
198,Q5QX65,0.00560749,230,320,41.8857,334
199,Q8CQV7,0.00578018,180,236,41.8857,295
200,Q5HRN5,0.00578018,180,236,41.8857,295
201,Q9CFW8,0.00584389,230,281,41.8857,311
202,Q2KW44,0.00589135,239,330,41.8857,349
203,P65171,0.00595962,125,218,41.8857,375
204,P9WKI5,0.00595962,125,218,41.8857,375
205,P9WKI4,0.00595962,125,218,41.8857,375
206,B1JPU0,0.00607091,256,333,41.8857,381
207,Q66C32,0.00607091,256,333,41.8857,381
208,A4TKI4,0.00607091,256,333,41.8857,381
209,Q1CGZ1,0.00607091,256,333,41.8857,381
210,A9R623,0.00607091,256,333,41.8857,381
211,Q8ZFV8,0.00607091,256,333,41.8857,381
212,B2JZQ1,0.00607091,256,333,41.8857,381
213,Q1C9P0,0.00607091,256,333,41.8857,381
214,A7FJF0,0.00607091,256,333,41.8857,381
215,A7HD76,0.00643562,222,318,41.8857,363
216,Q5JHR7,0.00645648,229,265,41.5005,302
217,Q609J2,0.00649118,232,323,41.8857,340
218,Q5WK54,0.00656553,112,211,41.1153,227
219,Q3IT10,0.00667401,187,224,41.1153,239
220,Q7WGE4,0.00672986,239,330,41.8857,349
221,Q7VTR9,0.00678982,239,330,41.8857,349
222,Q7W4W6,0.00691135,239,330,41.5005,349
223,A8HZX8,0.00694273,230,321,41.5005,356
224,P0C0H6,0.00702134,35,74,41.8857,493
225,P68839,0.00702134,35,74,41.8857,493
226,Q5X9A3,0.00702134,35,74,41.8857,493
227,P0C0H7,0.00702134,35,74,41.8857,493
228,P0DB89,0.00714569,35,74,41.8857,493
229,P0DB88,0.00714569,35,74,41.8857,493
230,Q65PL2,0.00753698,179,259,41.5005,294
231,Q4L3H8,0.00783583,180,236,41.5005,295
232,Q9CLJ6,0.00797731,194,236,41.1153,295
233,A5UY94,0.00821696,192,234,41.1153,293
234,O59185,0.00831549,229,265,41.1153,303
235,F6S675,0.00834643,352,394,41.5005,512
236,A3DD04,0.00851748,136,208,41.1153,255
237,A7NQB8,0.00874819,192,234,41.1153,293
238,A0QSU4,0.00911144,125,218,41.5005,375
239,Q6GMG5,0.00948067,354,396,41.5005,544
240,O35435,0.00955572,268,389,41.5005,395
241,A9WQA3,0.00959269,64,108,40.7301,244
242,A8FAD5,0.00976979,193,259,41.1153,294
243,Q8F4Q4,0.00982987,348,400,41.5005,508
244,P37527,0.00985758,193,259,41.1153,294
