,ids,e_value,hit_start,hit_end,bitscore,protein_length
42,Q1ICL4,0.000198787,230,321,46.5727,340
43,B1L993,0.000203628,325,410,46.9579,507
44,Q9WYM8,0.000203628,325,410,46.9579,507
45,Q6DAY3,0.000214499,256,333,46.5727,386
46,B0BTC7,0.000277202,256,333,46.1875,381
47,B3GZA5,0.000302893,256,333,46.1875,381
48,A3N3E5,0.000302893,256,333,46.1875,381
49,O50316,0.000320513,328,373,46.1875,494
50,A1WTJ3,0.0003262,232,317,45.8023,342
51,Q5P1A9,0.000347822,222,314,45.8023,350
52,B0KG90,0.000388804,230,321,45.8023,341
53,Q88L40,0.000401878,230,321,45.4171,340
54,A4X5V3,0.000434485,137,261,45.4171,306
55,Q39UK4,0.000499747,227,272,45.0319,305
56,Q7VTR9,0.000527042,239,330,45.4171,349
57,A6V325,0.000551557,237,338,45.0319,342
58,Q7W4W6,0.000555918,239,330,45.0319,349
59,Q7WGE4,0.000565891,239,330,45.0319,349
60,Q9HZF8,0.000571543,237,338,45.0319,342
61,B7UWL8,0.000571543,237,338,45.0319,342
62,Q02PL5,0.000581806,237,338,45.0319,342
63,B1XV77,0.000717358,236,322,44.6467,344
64,A4VM41,0.00095121,231,340,44.2615,343
65,Q8FWN5,0.000953237,122,236,44.6467,525
66,B9KBQ2,0.000972629,325,410,44.6467,507
67,Q8YBP2,0.00102572,115,229,44.6467,518
68,E9PU28,0.00116612,297,407,44.6467,514
69,P12268,0.00116612,297,407,44.6467,514
70,P12269,0.00116612,297,407,44.6467,514
71,P24547,0.00119722,297,407,44.2615,514
72,B1J5B5,0.00124714,230,321,43.8763,341
73,A9IN89,0.00127578,256,333,44.2615,383
74,Q5KP44,0.00130287,299,416,44.2615,544
75,Q13ZM3,0.0013359,245,325,43.8763,340
76,B0T7X2,0.00143646,256,333,43.8763,380
77,A9AJX4,0.00145104,234,325,43.8763,345
78,Q8A9C3,0.00172315,225,270,43.4911,303
79,Q64TN0,0.00172315,225,270,43.4911,303
80,Q5LCI2,0.00172315,225,270,43.4911,303
81,P0C0H6,0.00172968,35,89,43.8763,493
82,P0DB89,0.00172968,35,89,43.8763,493
83,P68839,0.00172968,35,89,43.8763,493
84,Q5X9A3,0.00172968,35,89,43.8763,493
85,P0DB88,0.00172968,35,89,43.8763,493
86,P0C0H7,0.00172968,35,89,43.8763,493
87,Q3SWY3,0.00176104,305,407,43.8763,514
88,Q12658,0.00187812,357,411,43.8763,529
89,A5G3H0,0.00196538,227,272,43.4911,305
90,B2UNA2,0.00231765,236,326,43.1059,348
91,Q2KW44,0.00270068,239,330,43.1059,349
92,P9WND5,0.00273473,281,359,43.1059,414
93,P9WND4,0.00273473,281,359,43.1059,414
94,Q8F4Q4,0.0031257,342,400,43.1059,508
95,A6TVS0,0.00315514,226,271,42.7207,302
96,B2JKL9,0.0033652,234,325,42.7207,344
97,B0UXP9,0.00355069,347,407,43.1059,514
98,Q07152,0.00374074,366,423,42.7207,537
99,Q6A912,0.00386397,227,278,42.3355,307
100,Q6G0J2,0.00388538,256,333,42.7207,383
101,B4SMK1,0.00392882,256,333,42.7207,379
102,A6VW35,0.00407165,230,342,42.3355,346
103,A1K7M2,0.00429603,225,314,42.3355,338
104,Q8R7I7,0.00432032,110,211,41.9503,237
105,B2FIJ0,0.00444612,256,333,42.3355,379
106,F7CYY5,0.00500067,348,408,42.3355,515
107,Q0BFR0,0.00564096,237,325,41.9503,345
108,Q01YA2,0.00603832,226,268,41.9503,304
109,Q8KFR5,0.00609193,197,304,41.9503,357
110,Q21JW9,0.00619515,230,321,41.9503,339
111,B1JPU0,0.00652095,256,333,41.9503,381
112,Q66C32,0.00652095,256,333,41.9503,381
113,A4TKI4,0.00652095,256,333,41.9503,381
114,Q1CGZ1,0.00652095,256,333,41.9503,381
115,A9R623,0.00652095,256,333,41.9503,381
116,Q8ZFV8,0.00652095,256,333,41.9503,381
117,B2JZQ1,0.00652095,256,333,41.9503,381
118,Q1C9P0,0.00652095,256,333,41.9503,381
119,A7FJF0,0.00652095,256,333,41.9503,381
120,A9B5I3,0.00943332,35,125,40.7947,240
121,P47177,2.87427e-130,23,400,382.379,404
122,Q6GB05,1.06592e-121,1,349,358.496,355
123,Q99VF6,2.41361e-121,1,349,357.726,355
124,A5IR97,2.41361e-121,1,349,357.726,355
125,A6U025,2.41361e-121,1,349,357.726,355
126,Q6GIG7,2.54876e-121,1,349,357.726,355
127,Q8NXG7,4.30015e-121,1,349,356.955,355
128,Q12723,7.07883e-120,1,374,354.644,374
129,A8Z1H7,8.14893e-120,1,349,353.874,355
130,A6QFD2,8.14893e-120,1,349,353.874,355
131,Q5HHG4,8.14893e-120,1,349,353.874,355
132,Q2FZX9,8.14893e-120,1,349,353.874,355
133,Q2FIF3,8.14893e-120,1,349,353.874,355
134,Q4L4T4,1.2189e-114,1,350,340.777,357
135,Q49W60,3.20589e-112,1,350,334.614,355
136,Q9HWH9,1.14029e-106,1,350,320.361,351
137,D0V3Y4,2.10173e-105,1,335,316.895,349
138,O05413,7.51529e-104,1,343,313.043,347
139,B2TEK6,5.23835e-94,7,355,288.39,366
140,O06179,9.4761e-60,1,345,200.564,375
141,Q9I4V0,1.5909e-49,1,279,172.445,328
142,Q01284,5.07778e-40,33,367,148.948,378
143,P49058,5.33171e-27,30,300,113.894,404
144,Q8T6T2,7.70295e-22,30,378,99.2569,400
145,C1DDY1,1.60468e-20,155,343,94.6345,347
146,Q4ZUM3,9.15243e-20,47,343,92.7085,343
147,Q883P1,1.12209e-19,47,339,92.3233,343
148,Q48JY0,1.31044e-19,47,339,91.9381,343
149,P0DB89,1.52849e-19,34,378,93.4789,493
150,P0DB88,1.52849e-19,34,378,93.4789,493
151,P0C0H6,1.96638e-19,34,378,93.0937,493
152,P68839,1.96638e-19,34,378,93.0937,493
153,Q5X9A3,1.96638e-19,34,378,93.0937,493
154,P0C0H7,1.96638e-19,34,378,93.0937,493
155,Q6A6A0,2.61519e-19,111,229,89.2417,229
156,Q9KGN8,8.47563e-19,33,374,91.1677,485
157,Q9L6B7,1.33433e-18,30,373,90.3973,487
158,Q3SWY3,1.62456e-18,155,407,90.3973,514
159,C3K017,1.69129e-18,155,339,88.8565,341
160,B0KG90,2.50986e-18,90,339,88.4713,341
161,O67820,2.75613e-18,34,380,89.6269,490
162,P24547,5.45177e-18,155,407,88.8565,514
163,Q1ICL4,5.62076e-18,119,339,87.3157,340
164,O50316,7.38354e-18,29,376,88.4713,494
165,Q4KFI7,7.56062e-18,155,338,86.9305,339
166,P12269,9.05539e-18,155,407,88.0861,514
167,Q5KP44,9.78023e-18,299,419,88.0861,544
168,E9PU28,1.23886e-17,155,407,87.7009,514
169,F6S675,1.38945e-17,297,405,87.7009,512
170,B0UXP9,1.67902e-17,286,407,87.3157,514
171,B1J5B5,1.72694e-17,105,339,86.1601,341
172,P21879,1.89532e-17,32,376,86.9305,488
173,P20839,1.9817e-17,299,407,86.9305,514
174,A6V325,2.0725e-17,47,339,85.7749,342
175,A4VM41,2.15452e-17,47,340,85.7749,343
176,Q3KFC7,2.27573e-17,49,337,85.7749,339
177,A0JNA3,2.38228e-17,299,407,86.9305,514
178,P12268,2.40431e-17,286,407,86.9305,514
179,P46454,2.61446e-17,237,351,85.7749,381
180,Q4QJK8,2.7932e-17,237,351,85.7749,381
181,Q6GMG5,2.99901e-17,299,407,86.5453,544
182,A5UFG9,3.04103e-17,237,351,85.7749,381
183,D3ZLZ7,3.05412e-17,299,407,86.5453,514
184,P50096,3.05412e-17,299,407,86.5453,514
185,Q07152,3.06886e-17,310,426,86.5453,537
186,Q88L40,3.09241e-17,90,339,85.3897,340
187,Q4VRV8,3.23962e-17,39,423,86.5453,551
188,A5UBE3,3.24884e-17,237,351,85.7749,381
189,F7CYY5,3.99713e-17,283,408,86.1601,515
190,O58045,4.87393e-17,37,372,85.7749,486
191,Q5RGV1,6.19859e-17,299,407,85.3897,514
192,Q12658,7.28542e-17,293,412,85.3897,529
193,Q02PL5,7.80769e-17,47,339,84.2341,342
194,Q8KCW4,1.1634e-16,276,415,84.6193,494
195,Q9HZF8,1.1756e-16,47,339,83.4637,342
196,B7UWL8,1.1756e-16,47,339,83.4637,342
197,P42851,1.30219e-16,37,372,84.6193,485
198,Q9HLK8,1.31422e-16,33,409,84.6193,485
199,Q8FWN5,1.74185e-16,122,242,84.2341,525
200,Q8YBP2,1.76405e-16,115,235,84.2341,518
201,Q9UY49,1.83021e-16,37,372,84.2341,485
202,Q9ZL14,2.02011e-16,28,368,83.8489,481
203,P44334,2.06105e-16,31,374,83.8489,488
204,A4XWQ0,2.42052e-16,155,339,82.6933,340
205,Q6FFS1,4.01098e-16,237,349,82.3081,384
206,A9IN89,4.89567e-16,246,353,82.3081,383
207,Q6DAY3,5.43209e-16,246,342,81.9229,386
208,B0BTC7,6.10423e-16,237,349,81.9229,381
209,B3GZA5,7.22422e-16,237,349,81.5377,381
210,A3N3E5,7.22422e-16,237,349,81.5377,381
211,Q7NTY1,7.53893e-16,127,262,80.7673,316
212,Q480K7,8.22916e-16,47,336,81.1525,336
213,P56088,9.71392e-16,28,368,81.9229,481
214,Q0WD32,1.42388e-15,32,390,81.5377,487
215,Q6G0J2,1.4751e-15,246,353,80.7673,383
216,A1TZG0,1.88858e-15,49,340,79.9969,340
217,Q8PE75,2.16205e-15,237,342,80.3821,386
218,Q4V0H2,2.16205e-15,237,342,80.3821,386
219,O00086,2.56145e-15,288,451,80.7673,521
220,Q59Q46,2.56145e-15,288,451,80.7673,521
221,Q6G4R2,2.60522e-15,246,353,79.9969,383
222,B0RLM2,2.62902e-15,237,342,79.9969,386
223,B0VND0,2.96812e-15,237,349,79.9969,383
224,Q8CMQ7,3.16365e-15,32,374,80.3821,488
225,Q5HRX2,3.16365e-15,32,374,80.3821,488
226,Q3BZH2,3.17517e-15,237,342,79.9969,388
227,Q8F4Q4,3.19219e-15,48,400,80.3821,508
228,Q8PR33,3.20483e-15,237,342,79.6117,388
229,B0V6L1,3.31902e-15,237,349,79.6117,383
230,A3M0X0,3.31902e-15,237,349,79.6117,383
231,B2I061,3.31902e-15,237,349,79.6117,383
232,B7IBS4,3.31902e-15,237,349,79.6117,383
233,B7H2H0,3.31902e-15,237,349,79.6117,383
234,B0KIT4,3.46652e-15,237,349,79.6117,381
235,Q5H6Z4,3.54997e-15,237,342,79.6117,388
236,B2SUY3,3.54997e-15,237,342,79.6117,388
237,Q2P9K0,3.54997e-15,237,342,79.6117,388
238,B2FIJ0,3.9366e-15,237,353,79.6117,379
239,O05269,4.11269e-15,62,264,78.8413,326
240,A6VW35,4.46754e-15,42,337,78.8413,346
241,Q49UU8,5.22873e-15,32,403,79.6117,488
242,Q4L385,5.22873e-15,32,374,79.6117,488
243,O87392,5.5348e-15,240,342,79.2265,442
244,B1LK44,5.69068e-15,237,342,79.2265,396
245,Q6GC82,5.78112e-15,32,374,79.6117,488
246,Q6GJQ7,5.78112e-15,32,374,79.6117,488
247,P99106,5.78112e-15,32,374,79.6117,488
248,P65169,5.78112e-15,32,374,79.6117,488
249,Q5HIQ7,5.78112e-15,32,374,79.6117,488
250,Q2YVL6,5.78112e-15,32,374,79.6117,488
251,Q2G0Y7,5.78112e-15,32,374,79.6117,488
252,Q2FJM6,5.78112e-15,32,374,79.6117,488
253,Q1IF69,5.78367e-15,237,345,78.8413,381
254,B4SMK1,6.09739e-15,237,353,78.8413,379
255,Q9HV37,6.40658e-15,237,349,78.8413,381
256,B7V1I3,6.40658e-15,237,349,78.8413,381
257,Q02FQ1,7.57338e-15,237,349,78.4561,381
258,Q7VPI9,7.57338e-15,237,351,78.4561,381
259,A0KKK9,8.00652e-15,44,336,78.0709,336
260,A6VCM8,8.5457e-15,237,349,78.4561,381
261,Q88DT3,8.62546e-15,237,349,78.4561,381
262,A5W9B2,8.62546e-15,237,349,78.4561,381
263,B0T7X2,9.23524e-15,246,349,78.4561,380
264,Q3YVX0,9.64695e-15,237,342,78.4561,396
265,Q83PP7,9.64695e-15,237,342,78.4561,396
266,Q0SYD1,9.64695e-15,237,342,78.4561,396
267,Q31V17,9.64695e-15,237,342,78.4561,396
268,B6I3I4,9.64695e-15,237,342,78.4561,396
269,B7M492,9.64695e-15,237,342,78.4561,396
270,B5YWA7,9.64695e-15,237,342,78.4561,396
271,Q8XDF7,9.64695e-15,237,342,78.4561,396
272,B7L725,9.64695e-15,237,342,78.4561,396
273,B7ULG1,9.64695e-15,237,342,78.4561,396
274,A7ZTF9,9.64695e-15,237,342,78.4561,396
275,Q8FCB1,1.01976e-14,237,342,78.4561,396
276,Q0TBK1,1.01976e-14,237,342,78.4561,396
277,B7NPB4,1.01976e-14,237,342,78.4561,396
278,Q1R4Z0,1.05821e-14,237,342,78.4561,396
279,B7MFG9,1.05821e-14,237,342,78.4561,396
280,Q329P9,1.06804e-14,237,342,78.4561,396
281,B2U5C2,1.13948e-14,237,342,78.0709,396
282,B7NER0,1.13948e-14,237,342,78.0709,396
283,P33232,1.13948e-14,237,342,78.0709,396
284,B1IZI5,1.13948e-14,237,342,78.0709,396
285,A8A670,1.13948e-14,237,342,78.0709,396
286,B1X8M0,1.13948e-14,237,342,78.0709,396
287,C4ZXJ7,1.13948e-14,237,342,78.0709,396
288,B9KBQ2,1.17271e-14,159,503,78.8413,507
289,A7MNF6,1.3675e-14,237,342,78.0709,401
290,A4W540,1.38934e-14,237,342,78.0709,395
291,Q9GZH3,1.41248e-14,297,419,78.4561,534
292,Q8NY70,1.43926e-14,32,374,78.4561,488
293,O14344,1.47951e-14,291,411,78.4561,524
294,A4SME2,1.59002e-14,44,336,77.3005,336
295,B5XMV0,1.63238e-14,237,380,77.6857,394
296,A1AHE2,1.71138e-14,237,342,77.6857,396
297,A6TFK0,1.87513e-14,237,340,77.6857,394
298,B1L993,1.9699e-14,158,418,78.0709,507
299,Q9WYM8,1.9699e-14,158,418,78.0709,507
300,Q02Z38,2.48644e-14,44,251,76.5301,329
301,Q38YF0,2.49171e-14,23,263,76.5301,325
302,Q9SA34,2.51575e-14,289,395,77.6857,502
303,A7IMB0,2.58137e-14,237,382,76.9153,388
304,Q8Z2E5,2.69049e-14,168,335,76.9153,396
305,A8ARJ1,2.84364e-14,237,342,76.9153,396
306,Q6WB83,2.92721e-14,237,341,76.9153,379
307,A9MLC3,3.00548e-14,168,335,76.9153,396
308,B1JPU0,3.10114e-14,246,342,76.9153,381
309,Q66C32,3.10114e-14,246,342,76.9153,381
310,A4TKI4,3.10114e-14,246,342,76.9153,381
311,Q1CGZ1,3.10114e-14,246,342,76.9153,381
312,A9R623,3.10114e-14,246,342,76.9153,381
313,Q8ZFV8,3.10114e-14,246,342,76.9153,381
314,B2JZQ1,3.10114e-14,246,342,76.9153,381
315,Q1C9P0,3.10114e-14,246,342,76.9153,381
316,A7FJF0,3.10114e-14,246,342,76.9153,381
317,Q57ID8,3.11844e-14,168,335,76.9153,396
318,A2RL29,3.17416e-14,44,251,76.1449,329
319,A7Z8C3,3.27113e-14,96,264,76.1449,326
320,A9MVJ5,3.35723e-14,168,335,76.9153,396
321,B5RGI4,3.35723e-14,168,335,76.9153,396
322,B5R5C7,3.35723e-14,168,335,76.9153,396
323,B4TZU7,3.64773e-14,237,335,76.5301,396
324,B4SXA4,3.64773e-14,237,335,76.5301,396
325,B1J244,3.66321e-14,237,349,76.5301,381
326,Q8ZL61,3.68152e-14,237,335,76.5301,396
327,B5FLH2,3.68152e-14,237,335,76.5301,396
328,B5EXA8,3.68152e-14,237,335,76.5301,396
329,B5BHX7,3.75003e-14,237,335,76.5301,396
330,Q5PLQ7,3.75003e-14,237,335,76.5301,396
331,B4T986,3.75003e-14,237,335,76.5301,396
332,A4XYG7,3.97319e-14,237,335,76.5301,379
333,B7N251,4.38618e-14,237,342,76.5301,396
334,B7LTL2,4.67843e-14,237,335,76.5301,396
335,B9ME75,5.91363e-14,21,262,75.3745,325
336,Q9CGF1,5.95054e-14,135,251,75.3745,329
337,Q97DK4,6.01685e-14,99,264,75.3745,327
338,C0Q1T7,6.63878e-14,237,335,75.7597,396
339,A1WB23,6.74355e-14,40,262,75.3745,325
340,Q54QQ0,8.32249e-14,287,410,76.1449,515
341,A1SX25,8.99004e-14,43,336,74.9893,336
342,C3LWP7,8.99572e-14,237,350,75.3745,378
343,Q9KKW6,8.99572e-14,237,350,75.3745,378
344,P47996,9.07388e-14,276,393,75.7597,503
345,P50094,1.05086e-13,291,410,75.7597,524
346,Q7SFX7,1.11108e-13,156,413,75.7597,536
347,Q1RDR9,1.3556e-13,76,336,74.6041,336
348,Q8FJ91,1.3556e-13,76,336,74.6041,336
349,Q0TJB6,1.3556e-13,76,336,74.6041,336
350,A1A9L5,1.3556e-13,76,336,74.6041,336
351,B7MS56,1.3556e-13,76,336,74.6041,336
352,B7MHP7,1.3556e-13,76,336,74.6041,336
353,B7UN24,1.3556e-13,76,336,74.6041,336
354,A1TNF7,1.36159e-13,40,262,74.2189,325
355,P60564,1.45377e-13,40,263,74.2189,325
356,Q6G9M1,1.45377e-13,40,263,74.2189,325
357,P60563,1.45377e-13,40,263,74.2189,325
358,P60562,1.45377e-13,40,263,74.2189,325
359,A5ISL9,1.45377e-13,40,263,74.2189,325
360,A6U1F7,1.45377e-13,40,263,74.2189,325
361,A7X1Z1,1.45377e-13,40,263,74.2189,325
362,A9BNR6,1.62649e-13,40,240,74.2189,325
363,P50095,1.74228e-13,290,409,74.9893,523
364,Q6GH69,1.78595e-13,40,263,74.2189,325
365,A6QGN9,1.78595e-13,40,263,74.2189,325
366,Q5HG83,1.78595e-13,40,263,74.2189,325
367,Q2YXS9,1.78595e-13,40,263,74.2189,325
368,Q2FYU4,1.78595e-13,40,263,74.2189,325
369,Q2FH96,1.78595e-13,40,263,74.2189,325
370,C4L088,1.92054e-13,130,248,73.8337,327
371,A8HTC9,2.00997e-13,246,342,74.2189,380
372,Q8ERJ2,2.1284e-13,24,248,73.8337,327
373,Q814I1,2.14579e-13,97,249,73.8337,328
374,B4EVC3,2.24255e-13,76,336,73.8337,336
375,B9DP67,2.45407e-13,40,263,73.4485,325
376,Q8Z7S9,2.53118e-13,76,336,73.8337,336
377,B8CPG0,2.61261e-13,49,335,73.8337,339
378,A8H3X8,2.84073e-13,49,335,73.4485,339
379,Q1J6M7,3.55633e-13,130,327,73.0633,327
380,Q1JLQ8,3.55633e-13,130,327,73.0633,327
381,Q1JBS5,3.55633e-13,130,327,73.0633,327
382,Q8P129,3.55633e-13,130,327,73.0633,327
383,Q5XC75,3.55633e-13,130,327,73.0633,327
384,B5Z7L6,3.6665e-13,128,263,73.0633,325
385,B5XY59,3.99341e-13,76,336,73.0633,336
386,Q6HAI0,4.09024e-13,96,264,73.0633,327
387,A0RLN5,4.1228e-13,97,265,73.0633,328
388,Q9ZKZ2,4.17809e-13,123,263,73.0633,325
389,Q1CT17,4.17809e-13,123,263,73.0633,325
390,Q72WY4,4.20624e-13,97,264,73.0633,327
391,O25525,4.24564e-13,130,265,73.0633,327
392,B1LJR7,4.34197e-13,76,336,73.0633,336
393,B7N3A7,4.34197e-13,76,336,73.0633,336
394,B7NM29,4.34197e-13,76,336,73.0633,336
395,Q65LF6,4.41288e-13,62,264,73.0633,326
396,B2VC84,4.72086e-13,76,336,73.0633,336
397,B2USX4,4.98801e-13,123,263,72.6781,325
398,Q12CT8,5.08189e-13,31,262,72.6781,325
399,Q4QEB3,5.29441e-13,287,429,73.4485,492
400,A8GIL1,5.95045e-13,246,330,73.0633,380
401,Q7UJL3,6.27939e-13,308,417,73.4485,539
402,Q3Z3H6,6.41461e-13,76,336,72.6781,336
403,Q31YK8,6.41461e-13,76,336,72.6781,336
404,B2TUD4,6.41461e-13,76,336,72.6781,336
405,B6I919,6.41461e-13,76,336,72.6781,336
406,P0A7E1,6.41461e-13,76,336,72.6781,336
407,B1IVY7,6.41461e-13,76,336,72.6781,336
408,A7ZYP7,6.41461e-13,76,336,72.6781,336
409,B1X8P9,6.41461e-13,76,336,72.6781,336
410,C4ZQ71,6.41461e-13,76,336,72.6781,336
411,B7M874,6.41461e-13,76,336,72.6781,336
412,B5YT76,6.41461e-13,76,336,72.6781,336
413,P0A7E2,6.41461e-13,76,336,72.6781,336
414,B7LE45,6.41461e-13,76,336,72.6781,336
415,A7ZK49,6.41461e-13,76,336,72.6781,336
416,A6T739,6.53486e-13,76,336,72.2929,336
417,A8AID4,6.65735e-13,76,336,72.2929,336
418,P38697,6.7053e-13,290,409,73.4485,523
419,P25468,6.78214e-13,76,336,72.2929,336
420,B4TRW8,6.78214e-13,76,336,72.2929,336
421,B5BBM2,6.78214e-13,76,336,72.2929,336
422,C0PVS5,6.78214e-13,76,336,72.2929,336
423,A9N6Y4,6.78214e-13,76,336,72.2929,336
424,Q5PGE0,6.78214e-13,76,336,72.2929,336
425,B4T1Y8,6.78214e-13,76,336,72.2929,336
426,B4TDY5,6.78214e-13,76,336,72.2929,336
427,B5QZE8,6.78214e-13,76,336,72.2929,336
428,B5FQY8,6.78214e-13,76,336,72.2929,336
429,B5F1U2,6.78214e-13,76,336,72.2929,336
430,Q5WD10,7.01016e-13,97,265,72.2929,328
431,Q8G3N6,7.18781e-13,306,423,73.4485,545
432,B7LNV5,7.30503e-13,76,336,72.2929,336
433,P0DB91,7.35547e-13,74,327,72.2929,327
434,Q48TL6,7.35547e-13,74,327,72.2929,327
435,Q1JGV8,7.35547e-13,74,327,72.2929,327
436,P0DB90,7.35547e-13,74,327,72.2929,327
437,Q49XD2,7.62247e-13,40,263,72.2929,328
438,B9DS39,7.77786e-13,74,327,72.2929,327
439,B5XLI1,7.85058e-13,130,327,72.2929,327
440,C5CT60,8.24918e-13,94,262,71.9077,325
441,C0MAM1,8.37891e-13,74,242,71.9077,327
442,A1W7S6,8.86852e-13,51,351,72.2929,351
443,B1XV77,9.04107e-13,236,329,72.2929,344
444,Q83RX6,9.21249e-13,76,336,71.9077,336
445,Q0T689,9.21249e-13,76,336,71.9077,336
446,Q32HW1,9.21249e-13,76,336,71.9077,336
447,Q630E8,9.72346e-13,96,264,71.9077,327
448,Q81JJ9,9.72346e-13,96,264,71.9077,327
449,A4W0T4,9.99854e-13,79,242,71.9077,327
450,Q99ZQ1,1.00919e-12,74,327,71.9077,327
451,Q4ZY06,1.02266e-12,237,353,72.2929,380
452,A4VUJ2,1.03774e-12,79,242,71.9077,327
453,B1IC44,1.24762e-12,72,328,71.5225,328
454,Q57QU4,1.45099e-12,76,336,71.5225,336
455,B0TIY0,1.48144e-12,49,335,71.5225,339
456,Q24JJ8,1.48209e-12,177,342,71.5225,363
457,B9MIU2,1.51503e-12,51,351,71.5225,351
458,Q3K110,1.54747e-12,74,242,71.1373,327
459,A4W8V7,1.56261e-12,44,336,71.5225,336
460,Q1R0J2,1.73834e-12,237,368,71.5225,392
461,A2REI5,1.89814e-12,130,327,71.1373,327
462,B1YH73,2.00314e-12,63,243,70.7521,328
463,C0MF02,2.14152e-12,74,242,70.7521,327
464,Q2NU82,2.24213e-12,76,336,70.7521,336
465,A9MHU3,2.30524e-12,76,336,70.7521,336
466,Q8DZL4,2.32801e-12,74,242,70.7521,327
467,Q8E578,2.32801e-12,74,242,70.7521,327
468,B5R8M3,2.43683e-12,76,336,70.7521,336
469,B3PIL8,2.49006e-12,43,322,70.7521,342
470,Q5P1A9,2.74183e-12,222,343,70.7521,350
471,Q82ST3,2.75629e-12,85,322,70.7521,342
472,B1HNS5,2.82854e-12,62,242,70.3669,327
473,Q831S1,3.02953e-12,129,248,70.3669,325
474,Q8H3I4,3.05562e-12,63,332,70.7521,366
475,Q0AIB4,3.13655e-12,89,329,70.3669,342
476,A1RJ06,3.19148e-12,50,335,70.3669,339
477,A4Y7I2,3.19148e-12,50,335,70.3669,339
478,E9BDA8,3.28658e-12,287,393,71.1373,492
479,Q4L646,3.32391e-12,40,263,70.3669,325
480,Q58070,3.34166e-12,159,270,69.9817,306
481,A8AXD6,3.34212e-12,74,243,70.3669,327
482,A1VMA8,3.64682e-12,61,262,69.9817,325
483,A3QDX8,3.81793e-12,48,335,70.3669,341
484,Q03GJ0,3.85538e-12,96,249,69.9817,325
485,B9K115,3.91122e-12,237,368,70.3669,379
486,B2UNA2,4.02538e-12,51,342,70.3669,348
487,A1WIJ3,4.1748e-12,31,262,69.9817,322
488,Q21JW9,4.21008e-12,45,322,69.9817,339
489,Q045S8,4.3443e-12,24,247,69.9817,330
490,Q12NG2,4.7907e-12,49,336,69.9817,339
491,P31002,4.89563e-12,29,374,70.7521,488
492,A0M4D0,4.91152e-12,83,335,69.9817,340
493,Q87G18,5.05199e-12,237,342,69.9817,379
494,C1CR55,5.60149e-12,72,328,69.5965,328
495,B8ZJR9,6.31719e-12,72,328,69.5965,328
496,Q7NX17,6.45913e-12,231,344,69.5965,344
497,Q2Y5H8,7.2538e-12,116,322,69.5965,348
498,Q5FHY3,7.29079e-12,24,247,69.2113,330
499,Q9LJH5,7.38823e-12,214,342,69.5965,363
500,Q84XA3,7.46505e-12,45,417,69.9817,502
501,Q21U05,7.57939e-12,40,262,69.2113,325
502,P50098,8.01174e-12,279,401,69.9817,512
503,C6DFC0,8.1711e-12,44,336,69.2113,336
504,C1CEK5,8.49165e-12,72,328,69.2113,328
505,Q88SV5,8.7074e-12,23,243,68.8261,325
506,Q1WT04,9.37593e-12,23,247,68.8261,325
507,Q97QG5,1.0897e-11,143,328,68.8261,328
